ID,LOCTYPE,X_COORD,Y_COORD,GROEP,NUMMER,NAAM,WETENS,SBB_KL,TANSLEY,DATUM,WAARN,OPM
50258,"p",190078,537978,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26190"
50259,"p",189961,538009,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",1,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26193"
50260,"p",189944,538025,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",2,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26194"
50261,"p",189944,538025,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",1,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26194"
50262,"p",189938,538050,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",4,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26198"
50263,"p",189990,537948,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26199"
50264,"p",189990,537948,1.0000000000000000e+01,3028,"Sparrig veenmos","Sphagnum teres",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26199"
50265,"p",190000,537950,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",3,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26201"
50266,"p",190000,537950,9.0000000000000000e+00,1385,"Moerasviooltje","Viola palustris",2,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26201"
50267,"p",190000,537950,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",1,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26201"
50268,"p",189982,537974,9.0000000000000000e+00,420,"Kamvaren","Dryopteris cristata",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26202"
50269,"p",189982,537974,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",2,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26202"
50270,"p",190001,537968,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26204"
50271,"p",189917,538074,9.0000000000000000e+00,260,"Snavelzegge","Carex rostrata",5,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26206"
50272,"p",190049,537977,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",3,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26209"
50273,"p",190081,537960,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",1,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26212"
50274,"p",190135,537881,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26214"
50275,"p",190147,537880,9.0000000000000000e+00,1332,"Kleine valeriaan","Valeriana dioica",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26215"
50276,"p",190155,537870,9.0000000000000000e+00,1332,"Kleine valeriaan","Valeriana dioica",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26216"
50277,"p",190164,537860,9.0000000000000000e+00,237,"Stijve zegge","Carex elata",1,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26217"
50278,"p",190164,537860,9.0000000000000000e+00,220,"Geelgroene zegge","Carex oederi subsp. oedocarpa",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26217"
50279,"p",190174,537832,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"a","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26218"
50280,"p",190265,537737,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",3,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26219"
50281,"p",190232,537788,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",4,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26223"
50282,"p",190217,537815,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26224"
50283,"p",190199,537841,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",2,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26225"
50284,"p",190164,537877,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"s","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26226"
50285,"p",190164,537877,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",4,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26226"
50286,"p",190156,537881,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",4,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26227"
50287,"p",190183,537926,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",4,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26229"
50288,"p",190183,537926,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",3,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26229"
50289,"p",190179,537934,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",3,"r","08/06/13 00:00:00","Jan Erik Plantinga","org.nr. =  26230"
50290,"p",190136,537970,9.0000000000000000e+00,1332,"Kleine valeriaan","Valeriana dioica",3,"s","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26232"
50291,"p",190138,537966,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",2,"s","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26233"
50292,"p",190160,537943,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"r","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26234"
50293,"p",190160,537943,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",2,"r","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26234"
50294,"p",190160,537943,9.0000000000000000e+00,1332,"Kleine valeriaan","Valeriana dioica",2,"r","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26234"
50295,"p",190150,537964,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",2,"r","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26235"
50296,"p",190150,537964,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",1,"s","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26235"
50297,"p",190297,537822,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",1,"s","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26236"
50298,"p",190130,537984,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",2,"s","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26240"
50299,"p",190132,537981,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",3,"s","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26242"
50300,"p",190132,537981,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",2,"s","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26242"
50301,"p",190140,537991,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",3,"r","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26243"
50302,"p",190140,537991,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",2,"r","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26243"
50303,"p",190140,537991,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"r","05/24/13 00:00:00","Jan Erik Plantinga","org.nr. =  26243"
50304,"p",190285,537796,9.0000000000000000e+00,326,"Waterscheerling","Cicuta virosa",1,"s","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26251"
50305,"p",190168,537926,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",2,"s","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26254"
50306,"p",190168,537926,9.0000000000000000e+00,237,"Stijve zegge","Carex elata",1,"s","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26254"
50307,"p",190168,537926,9.0000000000000000e+00,1332,"Kleine valeriaan","Valeriana dioica",2,"s","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26254"
50308,"p",190152,537953,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"r","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26255"
50309,"p",190127,537976,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",3,"s","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26259"
50310,"p",190095,537958,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"r","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26260"
50311,"p",190134,537897,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"s","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26263"
50312,"p",190246,537868,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",4,"r","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26264"
50313,"p",190370,537665,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",4,"r","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26267"
50314,"p",190363,537687,9.0000000000000000e+00,239,"Draadzegge","Carex lasiocarpa",4,"r","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  26268"
50315,"p",190340,537698,9.0000000000000000e+00,260,"Snavelzegge","Carex rostrata",4,"s","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26269"
50316,"p",190322,537738,9.0000000000000000e+00,239,"Draadzegge","Carex lasiocarpa",3,"r","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26270"
50317,"p",190222,537796,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",3,"r","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26273"
50318,"p",190190,537843,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",4,"s","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26274"
50319,"p",190151,537893,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",4,"r","08/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26278"
50320,"p",190258,537746,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",4,"s","08/10/13 00:00:00","Jan Erik Plantinga","org.nr. =  26281"
50321,"p",190249,537752,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"s","08/10/13 00:00:00","Jan Erik Plantinga","org.nr. =  26282"
50322,"p",190006,538117,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",3,"r","08/10/13 00:00:00","Jan Erik Plantinga","org.nr. =  26284"
50323,"p",190053,538061,9.0000000000000000e+00,748,"Groenknolorchis","Liparis loeselii",1,"s","08/10/13 00:00:00","Jan Erik Plantinga","org.nr. =  26285"
50324,"p",190032,538081,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",2,"s","08/10/13 00:00:00","Jan Erik Plantinga","org.nr. =  26287"
50325,"p",190032,538081,6.0000000000000000e+00,2629,"Sterre-goudmos","Campylium stellatum",3,"r","08/10/13 00:00:00","Jan Erik Plantinga","org.nr. =  26287"
50326,"p",190027,538072,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",4,"r","08/10/13 00:00:00","Jan Erik Plantinga","org.nr. =  26288"
50327,"p",189980,538080,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",4,"r","08/20/13 00:00:00","Jan Erik Plantinga","org.nr. =  26291"
50328,"p",189985,538067,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"s","08/20/13 00:00:00","Jan Erik Plantinga","org.nr. =  26293"
50329,"p",190008,538152,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",3,"r","08/20/13 00:00:00","Jan Erik Plantinga","org.nr. =  26294"
50330,"p",190098,538040,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",3,"s","08/20/13 00:00:00","Jan Erik Plantinga","org.nr. =  26299"
50331,"p",189959,538101,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",3,"r","08/20/13 00:00:00","Jan Erik Plantinga","org.nr. =  26306"
50332,"p",189959,538101,9.0000000000000000e+00,1385,"Moerasviooltje","Viola palustris",2,"r","08/20/13 00:00:00","Jan Erik Plantinga","org.nr. =  26306"
50333,"p",189959,538101,9.0000000000000000e+00,248,"Blauwe zegge","Carex panicea",4,"r","08/20/13 00:00:00","Jan Erik Plantinga","org.nr. =  26306"
50334,"p",189959,538101,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",4,"r","08/20/13 00:00:00","Jan Erik Plantinga","org.nr. =  26306"
50335,"p",189959,538101,1.0000000000000000e+01,3024,"Glanzend veenmos","Sphagnum subnitens",3,"r","08/20/13 00:00:00","Jan Erik Plantinga","org.nr. =  26306"
50336,"p",190151,537983,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",3,"r","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  26318"
50337,"p",190087,537967,9.0000000000000000e+00,186,"Struikhei","Calluna vulgaris",1,"s","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  26319"
50338,"p",189963,538098,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",2,"s","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  26320"
50339,"p",190021,538250,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",2,"s","08/29/13 00:00:00","Jan Erik Plantinga","org.nr. =  26321"
50340,"p",189652,538095,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"s","08/01/13 00:00:00","Ronald Bakker","org.nr. =  26503"
50341,"p",189639,538079,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"s","08/01/13 00:00:00","Ronald Bakker","org.nr. =  26504"
50342,"p",189537,538245,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",3,"s","08/23/13 00:00:00","Ronald Bakker","org.nr. =  26524"
50343,"p",189940,538364,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",3,"s","06/13/13 00:00:00","Jan Erik Plantinga","org.nr. =  26701"
50344,"p",189679,538077,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",2,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26704"
50345,"p",189865,537805,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",1,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26706"
50346,"p",189860,537806,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",1,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26707"
50347,"p",189865,537771,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",3,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26708"
50348,"p",189854,537757,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",1,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26709"
50349,"p",189854,537757,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",5,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26709"
50350,"p",189901,537808,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",1,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26711"
50351,"p",189891,537821,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",2,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26712"
50352,"p",189899,537789,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",4,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26713"
50353,"p",189883,537827,6.0000000000000000e+00,2629,"Sterre-goudmos","Campylium stellatum",3,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26714"
50354,"p",189883,537827,1.0000000000000000e+01,3028,"Sparrig veenmos","Sphagnum teres",3,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26714"
50355,"p",189936,537870,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",3,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26715"
50356,"p",190201,537806,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26716"
50357,"p",190115,537998,9.0000000000000000e+00,228,"Sterzegge","Carex echinata",2,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26717"
50358,"p",190115,537998,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",1,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26717"
50359,"p",190093,538064,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",3,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26718"
50360,"p",190093,538064,9.0000000000000000e+00,228,"Sterzegge","Carex echinata",2,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26718"
50361,"p",190080,538096,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",3,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26719"
50362,"p",190119,537985,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",3,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26720"
50363,"p",190119,537985,9.0000000000000000e+00,187,"Gewone dotterbloem","Caltha palustris subsp. palust",1,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26720"
50364,"p",190009,538151,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",3,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26721"
50365,"p",190142,537995,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26722"
50366,"p",190142,537995,9.0000000000000000e+00,924,"Heidekartelblad","Pedicularis sylvatica",2,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26722"
50367,"p",190096,537959,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26724"
50368,"p",189982,537754,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26727"
50369,"p",189982,537754,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",3,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26727"
50370,"p",189963,537643,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26728"
50371,"p",189994,537730,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26730"
50372,"p",189998,537715,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",1,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26732"
50373,"p",189970,538095,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",4,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26734"
50374,"p",189988,538069,9.0000000000000000e+00,332,"Spaanse ruiter","Cirsium dissectum",3,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26735"
50375,"p",190052,537977,9.0000000000000000e+00,1230,"Kleinste egelskop","Sparganium natans",4,"r","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26736"
50376,"p",190129,537982,9.0000000000000000e+00,337,"Galigaan","Cladium mariscus",1,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26738"
50377,"p",189629,538030,6.0000000000000000e+00,2629,"Sterre-goudmos","Campylium stellatum",1,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26740"
50378,"p",189637,538011,6.0000000000000000e+00,2629,"Sterre-goudmos","Campylium stellatum",2,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26742"
50379,"p",189679,537953,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",3,"s","06/21/13 00:00:00","Jan Erik Plantinga","org.nr. =  26746"
50380,"p",189689,537945,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",3,"s","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  26747"
50381,"p",189693,537939,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",3,"s","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  26748"
50382,"p",189712,537919,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",1,"s","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  26750"
50383,"p",189717,537910,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"s","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  26751"
50384,"p",189703,537926,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",1,"s","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  26752"
50385,"p",189688,537937,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",3,"r","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  26753"
50386,"p",189649,538056,9.0000000000000000e+00,237,"Stijve zegge","Carex elata",2,"s","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  26756"
50387,"p",189649,538056,9.0000000000000000e+00,673,"Zomprus","Juncus articulatus",4,"s","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  26756"
50388,"p",189649,538056,9.0000000000000000e+00,187,"Gewone dotterbloem","Caltha palustris subsp. palust",1,"s","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  26756"
50389,"p",189487,538199,9.0000000000000000e+00,1051,"Grote boterbloem","Ranunculus lingua",1,"s","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  26757"
50390,"p",189487,538199,9.0000000000000000e+00,456,"Moerasbasterdwederik","Epilobium palustre",2,"r","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  26757"
50391,"p",189441,538265,9.0000000000000000e+00,1051,"Grote boterbloem","Ranunculus lingua",2,"r","07/09/13 00:00:00","Jan Erik Plantinga","org.nr. =  26758"
50392,"p",189656,538210,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",1,"s","07/16/13 00:00:00","Jan Erik Plantinga","org.nr. =  26765"
50393,"p",189653,538177,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"s","07/16/13 00:00:00","Jan Erik Plantinga","org.nr. =  26766"
50394,"p",189779,538062,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",3,"r","07/16/13 00:00:00","Jan Erik Plantinga","org.nr. =  26772"
50395,"p",189726,538087,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",2,"r","07/16/13 00:00:00","Jan Erik Plantinga","org.nr. =  26773"
50396,"p",189839,537877,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",1,"s","07/16/13 00:00:00","Jan Erik Plantinga","org.nr. =  26782"
50397,"p",189697,538012,9.0000000000000000e+00,890,"Rietorchis","Dactylorhiza majalis subsp. pr",1,"s","07/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  26788"
50398,"p",189760,537951,9.0000000000000000e+00,821,"Waterdrieblad","Menyanthes trifoliata",4,"s","07/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  26790"
50399,"p",189718,537901,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",1,"s","07/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  26793"
50400,"p",189894,537665,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",3,"r","07/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  26798"
50401,"p",189909,537677,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",2,"r","07/17/13 00:00:00","Jan Erik Plantinga","org.nr. =  26799"
50402,"p",189550,538215,9.0000000000000000e+00,1051,"Grote boterbloem","Ranunculus lingua",2,"r","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26804"
50403,"p",189564,538171,9.0000000000000000e+00,326,"Waterscheerling","Cicuta virosa",3,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26805"
50404,"p",189582,538144,9.0000000000000000e+00,326,"Waterscheerling","Cicuta virosa",1,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26806"
50405,"p",189782,538306,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",1,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26814"
50406,"p",189656,538257,9.0000000000000000e+00,473,"Gewone dophei","Erica tetralix",1,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26826"
50407,"p",189656,538257,1.0000000000000000e+01,3011,"Hoogveenmos","Sphagnum magellanicum",2,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26826"
50408,"p",189664,538241,9.0000000000000000e+00,1323,"Plat blaasjeskruid","Utricularia intermedia",3,"r","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26830"
50409,"p",189667,538027,9.0000000000000000e+00,1051,"Grote boterbloem","Ranunculus lingua",1,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26834"
50410,"p",189666,538009,9.0000000000000000e+00,1051,"Grote boterbloem","Ranunculus lingua",1,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26835"
50411,"p",189758,537881,9.0000000000000000e+00,1323,"Plat blaasjeskruid","Utricularia intermedia",3,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26836"
50412,"p",189832,537785,6.0000000000000000e+00,2991,"Rood schorpioenmos","Scorpidium scorpioides",2,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26837"
50413,"p",189778,538209,9.0000000000000000e+00,221,"Ronde zegge","Carex diandra",1,"s","10/07/13 00:00:00","Jan Erik Plantinga","org.nr. =  26839"
50414,"p",189479,538796,9.0000000000000000e+00,1275,"Poelruit","Thalictrum flavum",3,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28002"
50415,"p",189495,538812,9.0000000000000000e+00,1183,"Waterkruiskruid","Senecio aquaticus",3,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28003"
50416,"p",189612,538681,9.0000000000000000e+00,857,"Borstelgras","Nardus stricta",2,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28011"
50417,"p",189612,538681,9.0000000000000000e+00,1275,"Poelruit","Thalictrum flavum",2,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28011"
50418,"p",189534,538767,9.0000000000000000e+00,549,"Liggend walstro","Galium saxatile",3,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28021"
50419,"p",189534,538767,9.0000000000000000e+00,1199,"Tandjesgras","Danthonia decumbens",2,"s","06/21/13 00:00:00","Klaas van der Veen","org.nr. =  28021"
