intern_id,ElmID,Datum,Locatietype,SamengesteldeLegenda,VereenvoudigdeLegenda,ToevoegingLegenda,InterpretatieLegenda,AbiotiekLegenda,Oppervlakte,SbbType
2,1002,"10/22/13 00:00:00","v","50A-1","1","e1",,,4.5327580000000003e+00,"50A"
6,1006,"10/22/13 00:00:00","v","32-6","19","e1+nt+o2",,,3.7089600000000000e-01,"32-f"
7,1007,"10/22/13 00:00:00","v","08-3","7","e2+nt+q",,,1.3764199999999999e-01,"08-d"
9,1009,"10/22/13 00:00:00","v","32-2","19","e1+nt",,,2.2901700000000000e-01,"32-b"
10,2001,"10/22/13 00:00:00","v","32-4","19","e1",,,2.1949600000000000e-01,"32-e"
11,2002,"10/22/13 00:00:00","v","08-5","7","e1+q",,,9.3767500000000004e-01,"08-f"
12,2003,"10/22/13 00:00:00","l",,"0",,,,,
20,2011,"10/22/13 00:00:00","v","32-6+08-5","19","e1+q",,,9.7549699999999995e-01,"32-f+08-f"
22,2013,"10/22/13 00:00:00","v","08-5","7","e1+q",,,4.1221000000000001e-02,"08-f"
23,2014,"10/22/13 00:00:00","v","50A-1","1","e1",,,1.7312999999999999e-02,"50A"
24,2015,"10/22/13 00:00:00","v","16-1","14","e1",,,2.8641000000000003e-02,"16-m"
25,3001,"10/15/13 00:00:00","v","08-5","7","e1+q",,,5.0434440000000000e+00,"08-f"
31,3007,"10/15/13 00:00:00","v","32-4","19","e1+r4",,,5.6910000000000002e-02,"32-e"
32,3008,"10/15/13 00:00:00","v","08-5","7","e1+q",,,3.6916999999999998e-02,"08-f"
33,3009,"10/15/13 00:00:00","v","32-4","19","e1+r4",,,3.7856000000000001e-02,"32-e"
34,3010,"10/15/13 00:00:00","v","50A-1","1","e1",,,1.8751000000000000e-02,"50A"
36,4002,"10/15/13 00:00:00","v","16-1","14","e1",,,2.2438200000000003e-01,"16-m"
38,4004,"10/15/13 00:00:00","l",,"0",,,,,
39,4005,"10/15/13 00:00:00","v","08B3-4","5","e1",,,5.0745999999999999e-02,"08B3c"
41,4007,"10/15/13 00:00:00","l",,"0",,,,,
42,4008,"10/15/13 00:00:00","v","08-6","7","e1",,,2.4575000000000000e-02,"08-a"
43,4009,"10/15/13 00:00:00","v","16-1","14","e1",,,3.4618199999999999e-01,"16-m"
49,4015,"10/15/13 00:00:00","v","08B3-4","5","e1",,,9.8622000000000001e-02,"08B3c"
51,4017,"10/15/13 00:00:00","v","50A-1","1","e1",,,4.9881300000000001e-01,"50A"
52,4018,"10/15/13 00:00:00","v","50A-1","1","e1",,,5.2121000000000001e-02,"50A"
53,5001,"10/14/13 00:00:00","v","16-2","14","e1+m",,,7.0845199999999997e-01,"16-l"
55,5003,"10/14/13 00:00:00","v","50A-1","1","e1",,,2.3152899999999998e-01,"50A"
57,5005,"10/14/13 00:00:00","v","08-6","7","e6",,,4.1709000000000003e-02,"08-a"
58,5006,"10/14/13 00:00:00","v","16-10","19","e6+p4+r2",,,8.2762000000000002e-02,"16-r"
59,6001,"10/09/13 00:00:00","v","50A-1","1","e1",,,1.7437200000000000e-01,"50A"
60,6002,"10/09/13 00:00:00","v","32-4","19","e1+m",,,1.5994999999999999e-02,"32-e"
61,6003,"10/09/13 00:00:00","v","39A-2","25","e6",,,4.7815000000000003e-02,"39A-f"
63,6005,"10/09/13 00:00:00","v","32-6","19","e6+m",,,5.2690000000000001e-02,"32-f"
64,6006,"10/09/13 00:00:00","v","16B-2","15","e1+h2+m+p3",,,4.2645000000000002e-02,"16B-b"
65,6007,"10/09/13 00:00:00","v","39A-1","24","e6+v3",,,1.2200999999999999e-01,"39A-f"
71,6013,"10/09/13 00:00:00","v","08B3-3","5","e5+o4+q+v1",,,7.3038000000000006e-02,"08B3c"
72,6014,"10/09/13 00:00:00","v","16-5","14","e1+m",,,5.7013999999999995e-02,"16-g"
73,6015,"10/09/13 00:00:00","v","01A2-1","2","e1",,,2.0537000000000000e-02,"01A2"
74,6016,"10/09/13 00:00:00","v","16-5","14","e1+m+p2",,,4.0385599999999999e-01,"16-g"
75,6017,"10/09/13 00:00:00","l",,"0",,,,,
76,6018,"10/09/13 00:00:00","v","36A2-2","21","e2+v2",,,1.0023000000000000e-01,"36A2"
77,6019,"10/09/13 00:00:00","v","09A2-1","10","e6+h2+o3+v4",,,6.0486999999999999e-02,"09A2a"
78,6020,"10/09/13 00:00:00","v","40A-1","24","e6+v4",,,2.4550200000000000e-01,"40A-b"
81,6023,"10/09/13 00:00:00","v","09A2-2","10","e5+v4",,,3.2241799999999998e-01,"09A2b"
89,6031,"10/14/13 00:00:00","v","09A2-6","10","e5+h2+q+v3",,,1.4859000000000000e-01,"09A2a"
91,6033,"10/14/13 00:00:00","v","39A-2","25","e5+nt",,,1.8642300000000001e-01,"39A-f"
95,6037,"10/14/13 00:00:00","v","39A1-1","22","e6",,,1.7295500000000000e-01,"39A1a"
96,6038,"10/14/13 00:00:00","l",,"0",,,,,
98,6040,"10/14/13 00:00:00","v","09-13","7","e6+h2+nt+q",,,1.9229900000000000e-01,"09-g"
99,6041,"10/14/13 00:00:00","v","39A-2","25","e6+nt",,,4.3595699999999998e-01,"39A-f"
103,6045,"10/14/13 00:00:00","v","50A-1","1","e1",,,6.0884000000000001e-02,"50A"
112,7009,"10/10/13 00:00:00","v","39A-5+50A-1","23","e1",,,2.3751399999999998e-01,"39A-b+50A"
113,7010,"10/10/13 00:00:00","v","300-1","28","e1",,,7.4090000000000003e-02,"300"
116,7013,"10/10/13 00:00:00","v","09A2-6+39A-1","10","e1+q+v4",,,1.6037100000000001e-01,"09A2a+39A-f"
118,7015,"10/10/13 00:00:00","v","300-1","28","e1",,,1.5317500000000001e-01,"300"
120,7017,"10/10/13 00:00:00","v","09A2-1","10","e1+h2+m+v4",,,1.4546300000000001e-01,"09A2a"
125,7022,"10/10/13 00:00:00","v","300-1","28","e1",,,1.4482000000000000e-01,"300"
127,7024,"10/10/13 00:00:00","v","300-1","28","e1",,,4.4184000000000001e-02,"300"
128,7025,"10/10/13 00:00:00","v","39A1-1","22","e1",,,5.7252999999999998e-02,"39A1a"
129,7026,"10/10/13 00:00:00","v","39A-1","24","e1+v4",,,4.0634999999999998e-02,"39A-f"
130,7027,"10/10/13 00:00:00","v","09A2-6","10","e5+p2+v4",,,2.4708000000000001e-02,"09A2a"
133,7030,"10/10/13 00:00:00","v","09A2-6","10","e1+q+v4",,,5.7258000000000003e-02,"09A2a"
144,7040,"10/12/13 00:00:00","v","08-7","19","e1+o2+q+v2",,,5.6847000000000002e-02,"08-f"
146,7042,"10/12/13 00:00:00","v","09A-1","12","e1+p4+v1",,,5.2016999999999994e-02,"09A-a"
151,7047,"10/14/13 00:00:00","v","39A-1","24","e1+v4",,,1.4504109999999999e+00,"39A-f"
152,7048,"10/14/13 00:00:00","v","09A2-2","10","e5+v4",,,5.7676600000000000e-01,"09A2b"
154,7050,"10/14/13 00:00:00","v","39A1-3","22","e1",,,1.2856899999999999e-01,"39A1c"
170,7066,"10/16/13 00:00:00","v","08C-10","6","e1+q+t+v1",,,8.2680000000000003e-02,"08C-a"
172,7068,"10/16/13 00:00:00","v","39A1-3","22","e1+q",,,2.2163200000000002e-01,"39A1c"
175,7071,"10/16/13 00:00:00","v","40A-5+40A-3","25","e1+v3",,,7.0648999999999995e-01,"40A-a+40A-a"
183,7079,"10/16/13 00:00:00","v","09A2-6","10","e1+o2+q+v4",,,1.9900300000000001e-01,"09A2a"
184,7080,"10/16/13 00:00:00","l",,"0",,,,,
185,7081,"10/16/13 00:00:00","v","05B3-1","2","e1",,,1.1147500000000000e-01,"05B3a"
186,7082,"10/16/13 00:00:00","l",,"0",,,,,
189,8001,"09/20/13 00:00:00","v","09-13+32-9","7","e6+h3",,,1.9718600000000000e-01,"09-g+32-c"
190,8002,"09/20/13 00:00:00","v","09A2-2","10","e6+h2+v4",,,6.2733099999999997e-01,"09A2b"
194,8006,"09/20/13 00:00:00","v","09A2-2+09A2-5","10","e6+h2+v3",,,3.2055899999999998e-01,"09A2b+09A2b"
196,8008,"09/20/13 00:00:00","v","09A2-1","10","e5+v4",,,5.6535000000000002e-02,"09A2a"
200,8012,"09/20/13 00:00:00","v","09A2-2","10","e6+v4",,,1.1845799999999999e-01,"09A2b"
201,8013,"09/20/13 00:00:00","v","32-8","19","e6",,,3.4333000000000002e-02,"32-a"
202,8014,"09/20/13 00:00:00","v","32-9","19","e6",,,7.0713999999999999e-02,"32-c"
205,8017,"09/20/13 00:00:00","v","08-2","4","e1",,,1.0026400000000001e-01,"08-f"
207,8019,"09/20/13 00:00:00","v","36A2-2+08C-9","21","e6+o3",,,3.5061999999999999e-01,"36A2+08C-e"
208,8020,"09/20/13 00:00:00","v","08-5","7","e1",,,9.0625999999999998e-02,"08-f"
209,8021,"09/20/13 00:00:00","v","08-5","7","e6",,,5.9631000000000003e-02,"08-f"
211,8023,"09/20/13 00:00:00","v","09A2-2","10","e6+h2+v4",,,7.0409900000000003e-01,"09A2b"
212,8024,"09/20/13 00:00:00","v","08C-9","5","e6+h2+v1",,,6.7931000000000005e-02,"08C-e"
214,8026,"09/20/13 00:00:00","v","32-9","19","e1+h2",,,1.0775700000000002e-01,"32-c"
216,8028,"09/20/13 00:00:00","v","39A-8","22","e5+v1",,,7.9993999999999996e-02,"39A-c"
217,8029,"09/20/13 00:00:00","v","09A2-8","10","e6+h2+o2+v3",,,2.2363500000000000e-01,"09A2b"
219,8031,"09/20/13 00:00:00","v","40A-1","24","e6+v4",,,3.4834100000000001e-01,"40A-b"
220,8032,"09/20/13 00:00:00","l",,"0",,,,,
221,8033,"09/20/13 00:00:00","v","08C-9","5","e6+v3",,,1.4089199999999999e-01,"08C-e"
222,8034,"09/20/13 00:00:00","v","36A2-2","21","e6+v1",,,3.4860400000000002e-01,"36A2"
223,8035,"09/20/13 00:00:00","v","09-13","7","e6+h4+v2",,,1.5529999999999999e-01,"09-g"
224,8036,"09/20/13 00:00:00","v","09A2-6","10","e6+h3+v4",,,1.7423100000000000e-01,"09A2a"
225,8037,"09/20/13 00:00:00","v","09-13","7","e1+m",,,1.1607900000000000e-01,"09-g"
226,8038,"09/20/13 00:00:00","v","50A-1","1","e1",,,1.1511000000000002e-01,"50A"
227,8039,"09/20/13 00:00:00","v","09-13","7","e1+h4+v1",,,2.0098500000000000e-01,"09-g"
228,8040,"09/20/13 00:00:00","v","08C-9","5","e1+h3+v1",,,1.5495400000000001e-01,"08C-e"
230,8042,"09/20/13 00:00:00","v","08C-9","5","e6+h2+v2",,,5.6251899999999999e-01,"08C-e"
231,8043,"09/20/13 00:00:00","v","32-9","19","e1",,,1.1251099999999999e-01,"32-c"
232,8044,"09/20/13 00:00:00","v","08-7","19","e1",,,6.9385000000000002e-02,"08-f"
234,8046,"09/20/13 00:00:00","l",,"0",,,,,
237,8049,"09/20/13 00:00:00","v","39A-1","24","e6+v4",,,5.5367000000000000e-01,"39A-f"
238,8050,"09/20/13 00:00:00","v","40A-1","24","e6+v4",,,1.8287900000000001e-01,"40A-b"
239,8051,"09/20/13 00:00:00","v","08C-5","6","e6+v1",,,4.3919000000000000e-02,"08C-c"
240,8052,"09/20/13 00:00:00","v","36A2-2","21","e6+v1",,,7.1845000000000006e-02,"36A2"
241,8053,"09/20/13 00:00:00","v","36A2-2","21","e6+v1",,,1.8892100000000001e-01,"36A2"
242,8054,"09/20/13 00:00:00","v","09A2-2","10","e5+h3+v4",,,5.6091999999999997e-01,"09A2b"
244,8056,"09/20/13 00:00:00","v","08C-3","6","e6",,,1.0003400000000000e-01,"08C-b"
245,8057,"09/20/13 00:00:00","v","08C-9","5","e6+v2",,,9.0213000000000002e-02,"08C-e"
248,8060,"09/20/13 00:00:00","v","36A2-2","21","e6",,,4.4394999999999997e-02,"36A2"
249,8061,"10/08/13 00:00:00","v","09-13","7","e6+h3",,,3.6574400000000001e-01,"09-g"
251,8063,"10/08/13 00:00:00","v","09A2-2","10","e6+h2+v4",,,2.8806500000000002e-01,"09A2b"
252,8064,"10/08/13 00:00:00","v","05C1-1","3","e1",,,1.1365300000000000e-01,"05C1"
255,8067,"10/08/13 00:00:00","v","32-9+09-13","19","e1+nt",,,2.6199000000000000e-02,"32-c+09-g"
256,8068,"10/08/13 00:00:00","v","39A1-1","22","e6",,,9.2746999999999996e-02,"39A1a"
257,8069,"10/08/13 00:00:00","v","16-1","14","e1",,,1.5128200000000000e-01,"16-m"
258,8070,"10/08/13 00:00:00","v","32-4","19","e1",,,1.6420100000000001e-01,"32-e"
259,8071,"10/08/13 00:00:00","v","36A2-2","21","e1",,,5.2801000000000001e-02,"36A2"
261,8073,"10/08/13 00:00:00","v","16-1","14","e1",,,2.5708000000000005e-02,"16-m"
262,8074,"10/08/13 00:00:00","v","36A2-2","21","e6",,,2.3116500000000001e-01,"36A2"
263,8075,"10/08/13 00:00:00","v","08C-12","6","e1",,,7.2524000000000005e-02,"08C-b"
266,8078,"10/08/13 00:00:00","v","08-5+08B3-3","7","e6+nt",,,1.0471700000000000e-01,"08-f+08B3c"
267,8079,"10/08/13 00:00:00","v","39A-1","24","e6+v4",,,8.8860999999999996e-02,"39A-f"
268,8080,"10/08/13 00:00:00","v","32-4","19","e1",,,7.1645000000000000e-02,"32-e"
269,8081,"10/08/13 00:00:00","v","39A-1","24","e1+v4",,,1.2520330000000000e+00,"39A-f"
270,8082,"10/08/13 00:00:00","v","08C-12+36A2-2","6","e4+v1",,,1.9389500000000001e-01,"08C-b+36A2"
271,8083,"10/08/13 00:00:00","l",,"0",,,,,
272,8084,"10/08/13 00:00:00","v","08-2","4","e1+nt",,,5.9348199999999995e-01,"08-f"
273,8085,"10/08/13 00:00:00","v","32-4","19","e1",,,6.0088000000000003e-02,"32-e"
275,8087,"10/08/13 00:00:00","v","39A-1","24","e1+nt+v3",,,8.4536199999999995e-01,"39A-f"
281,9004,"09/25/13 00:00:00","l",,"0",,,,,
290,9013,"09/27/13 00:00:00","v","39A1-1","22","e1+v3",,,1.1479630000000001e+00,"39A1a"
297,9020,"09/27/13 00:00:00","v","40A2-1+40A-1","24","e1+v3",,,1.6281499999999999e-01,"40A2+40A-b"
304,9027,"09/25/13 00:00:00","v","09-12","19","e1+m+v4",,,1.2964700000000001e-01,"09-k"
320,9043,"09/28/13 00:00:00","v","300-1","28","e1",,,2.6427200000000001e-01,"300"
337,9060,"09/28/13 00:00:00","v","39A-1","24","e1+v4",,,1.7723100000000000e-01,"39A-f"
338,9061,"09/28/13 00:00:00","v","39A-1","24","e1+v4",,,1.7510999999999999e-01,"39A-f"
355,9078,"10/02/13 00:00:00","v","09-7","9","e1+q+v4",,,9.1437000000000004e-02,"09-j"
357,9080,"10/02/13 00:00:00","v","09-7","9","e1+q+t+v4",,,1.4267299999999999e-01,"09-j"
359,9082,"10/02/13 00:00:00","l",,"0",,,,,
360,9083,"10/02/13 00:00:00","v","32-4","19","e1",,,7.4467000000000005e-02,"32-e"
367,9090,"10/04/13 00:00:00","v","36A2-2+09A2-7","21","e1+v1",,,4.1856999999999998e-02,"36A2+09A2a"
370,9094,"10/04/13 00:00:00","v","32-4","19","e1+m+p3",,,6.4782999999999993e-02,"32-e"
371,9096,"10/04/13 00:00:00","v","09A2-1","10","e3+t+v4",,,2.1582000000000000e-02,"09A2a"
372,9097,"10/04/13 00:00:00","v","09A2-1","10","e1+t+v4",,,1.2706100000000001e-01,"09A2a"
379,9107,"10/05/13 00:00:00","v","09A2-5","10","e1+v4",,,5.7051999999999999e-02,"09A2b"
380,9109,"10/05/13 00:00:00","v","50A-1","1","e1",,,4.9277100000000001e-01,"50A"
382,9111,"10/05/13 00:00:00","v","09-11+32-4+32-9","19","e1+q",,,5.4748999999999999e-02,"09-g+32-e+32-c"
383,9112,"10/05/13 00:00:00","v","32-9","19","e1",,,3.0032999999999997e-02,"32-c"
395,9124,"10/05/13 00:00:00","v","39A-2","25","e1",,,5.5905000000000010e-02,"39A-f"
396,9125,"10/05/13 00:00:00","v","39A-2","25","e1+nt",,,3.6309000000000001e-02,"39A-f"
397,9126,"10/05/13 00:00:00","v","08-5","7","e1+o3",,,5.0708000000000003e-02,"08-f"
398,9127,"10/05/13 00:00:00","v","08-5","7","e1+nt+o3",,,6.4125000000000001e-02,"08-f"
403,9132,"10/05/13 00:00:00","v","32-9","19","e1+q",,,9.5105099999999998e-01,"32-c"
405,9135,"10/05/13 00:00:00","v","08B3-3","5","e1+q",,,7.1178000000000005e-02,"08B3c"
406,9136,"10/05/13 00:00:00","v","09A2-6","10","e1+o3+q+v4",,,2.5024500000000000e-01,"09A2a"
407,9137,"10/09/13 00:00:00","v","32-4+09-11","19","e1+r3",,,1.4616899999999999e-01,"32-e+09-g"
409,9139,"10/09/13 00:00:00","v","08C-10","6","e1+q",,,5.8541000000000010e-02,"08C-a"
411,9141,"10/09/13 00:00:00","v","08C-10","6","e1+q",,,4.7121999999999997e-02,"08C-a"
412,9142,"10/09/13 00:00:00","v","32-4","19","e1+r4",,,1.4432600000000001e-01,"32-e"
413,9143,"10/09/13 00:00:00","v","09-11","19","e1+h4",,,3.1635000000000003e-02,"09-g"
416,9146,"10/09/13 00:00:00","v","08C-10","6","e1+nt+q+t",,,1.7653700000000000e-01,"08C-a"
417,9147,"10/09/13 00:00:00","v","32-4","19","e1+q+r4",,,1.3847300000000001e-01,"32-e"
418,9148,"10/09/13 00:00:00","v","32-4","19","e1+nt+q+r4",,,5.7892600000000005e-01,"32-e"
419,9149,"10/09/13 00:00:00","v","39A-2","25","e1",,,1.1765700000000000e-01,"39A-f"
423,9153,"10/09/13 00:00:00","v","36A2-1","21","e1",,,6.9963999999999998e-02,"36A2"
424,9154,"10/09/13 00:00:00","v","09A2-6","10","e1+h2+q+v4",,,1.3374700000000000e-01,"09A2a"
431,9161,"10/09/13 00:00:00","v","39A-2","25","e1+nt",,,2.2137399999999999e-01,"39A-f"
432,9162,"10/09/13 00:00:00","v","08C1-3","4","e1+nt+t",,,8.3959000000000006e-02,"08C1c"
438,9168,"10/16/13 00:00:00","v","09-7","9","e4+v4",,,9.2871999999999996e-02,"09-j"
440,10001,"06/12/13 00:00:00","v","16B1-1","16","e1+h3+p2",,,1.1747100000000001e-01,"16B1a"
442,10003,"06/12/13 00:00:00","v","16B1-6","16","e1",,,6.2691999999999998e-02,"16B1f"
446,10007,"06/12/13 00:00:00","v","16B1-1","16","e1",,,4.8774999999999999e-02,"16B1a"
449,10010,"06/12/13 00:00:00","v","32A1-1","19","e1",,,1.1758399999999999e-01,"32A1"
2528,28300,"10/23/13 00:00:00","v","300-2","28","e1+m",,,7.7821300000000004e-01,"300"
453,10014,"06/16/13 00:00:00","v","16B-2+16B1-1","15","e1",,,1.4546200000000001e-01,"16B-b+16B1a"
459,10020,"06/16/13 00:00:00","v","16B-2","15","e1",,,7.9905000000000004e-02,"16B-b"
462,10023,"06/16/13 00:00:00","v","16B1-6","16","e1+h2+p1",,,3.9883000000000002e-01,"16B1f"
463,10024,"06/16/13 00:00:00","v","32-4","19","e1+r4",,,4.1146000000000002e-02,"32-e"
464,10025,"06/16/13 00:00:00","v","05D-2","2","e1",,,1.4434000000000001e-02,"05D-a"
465,10026,"06/16/13 00:00:00","v","16B1-5","16","e1+h2+p1",,,6.2724000000000002e-02,"16B1d"
471,10036,"10/09/13 00:00:00","v","32-9","19","e1+o2",,,5.1725000000000000e-02,"32-c"
472,10037,"10/09/13 00:00:00","v","32-6","19","e1",,,2.2856599999999999e-01,"32-f"
474,11001,"09/25/13 00:00:00","l",,"0",,,,,
479,11006,"09/25/13 00:00:00","v","08B3-3","5","e6+h2+q",,,6.3015000000000002e-02,"08B3c"
485,11012,"09/25/13 00:00:00","v","09-13","7","e1+h3+m",,,2.6714700000000002e-01,"09-g"
488,11015,"09/25/13 00:00:00","l",,"0",,,,,
489,11016,"09/25/13 00:00:00","l",,"0",,,,,
490,11017,"09/25/13 00:00:00","l",,"0",,,,,
492,11019,"09/25/13 00:00:00","v","09B-4","5","e6",,,5.2863000000000000e-02,"09B-a"
493,11020,"09/25/13 00:00:00","v","09B-4","5","e6",,,4.6448999999999997e-02,"09B-a"
494,11021,"09/25/13 00:00:00","l",,"0",,,,,
496,11023,"09/25/13 00:00:00","l",,"0",,,,,
497,11024,"09/26/13 00:00:00","v","08-2","4","e2",,,5.7550999999999998e-02,"08-f"
499,11026,"09/26/13 00:00:00","l",,"0",,,,,
500,11027,"09/26/13 00:00:00","v","09A2-6","10","e6+h2+v4",,,1.1135199999999999e-01,"09A2a"
501,11028,"09/26/13 00:00:00","v","08-2","4","e2",,,2.8062000000000000e-02,"08-f"
502,11029,"09/26/13 00:00:00","v","09A2-6","10","e6+h2+v4",,,3.9632000000000001e-02,"09A2a"
503,11030,"09/26/13 00:00:00","v","16-5","14","e1+m",,,5.1395000000000003e-02,"16-g"
513,11040,"09/26/13 00:00:00","v","36A2-2","21","e2+v1",,,1.0305000000000000e-01,"36A2"
514,11041,"09/26/13 00:00:00","v","39A-7","23","e1",,,4.0034000000000000e-02,"39A-d"
515,11042,"09/26/13 00:00:00","v","300-1","28","e1",,,1.7430499999999999e-01,"300"
516,11043,"09/26/13 00:00:00","v","39A-4","23","e6",,,1.4376300000000000e-01,"39A-e"
517,11044,"09/26/13 00:00:00","v","08-2","4","e2",,,1.7544100000000001e-01,"08-f"
519,11046,"09/26/13 00:00:00","l",,"0",,,,,
522,11049,"09/26/13 00:00:00","l",,"0",,,,,
524,11051,"09/26/13 00:00:00","v","08-2","4","e2",,,3.6232000000000000e-02,"08-f"
525,11052,"09/26/13 00:00:00","v","09A2-2","10","e6+v4",,,7.4026700000000001e-01,"09A2b"
526,11053,"09/26/13 00:00:00","l",,"0",,,,,
527,11054,"09/26/13 00:00:00","v","09-13","7","e1+h3+m",,,1.1638600000000002e-01,"09-g"
529,11056,"09/26/13 00:00:00","v","16-5","14","e1+m",,,2.0031000000000000e-02,"16-g"
531,11058,"09/26/13 00:00:00","v","08C-10","6","e1+q",,,1.4395500000000000e-01,"08C-a"
537,11064,"09/26/13 00:00:00","v","32-6","19","e1+q",,,6.6372000000000000e-02,"32-f"
539,12002,"09/26/13 00:00:00","v","39A-6","23","e6",,,6.6529000000000005e-02,"39A-d"
540,12003,"09/26/13 00:00:00","v","39A1-1","22","e6",,,4.9139000000000002e-02,"39A1a"
543,12006,"10/08/13 00:00:00","v","16-5","14","e1+m",,,6.1746000000000002e-02,"16-g"
545,12008,"10/08/13 00:00:00","v","32-4","19","e1+m",,,4.2410000000000003e-02,"32-e"
546,12009,"10/08/13 00:00:00","v","16-5","14","e1+m",,,3.3514000000000002e-02,"16-g"
549,12012,"10/08/13 00:00:00","v","36A2-2","21","e1+nt",,,8.4554000000000004e-02,"36A2"
550,12013,"10/08/13 00:00:00","v","08B3-3","5","e5+q",,,3.2332000000000000e-02,"08B3c"
551,12014,"10/08/13 00:00:00","v","08C-11","6","e5+nt+q",,,3.6179000000000003e-02,"08C-c"
552,12015,"10/08/13 00:00:00","v","16-5","14","e1+m",,,3.9141000000000002e-02,"16-g"
554,12017,"10/08/13 00:00:00","v","39A1-1","22","e1",,,5.3069100000000002e-01,"39A1a"
563,12026,"10/08/13 00:00:00","v","39A-4","23","e1",,,9.4980999999999996e-02,"39A-e"
564,12027,"10/08/13 00:00:00","v","09A2-6","10","e6+v4",,,1.2666500000000000e-01,"09A2a"
567,12030,"10/08/13 00:00:00","v","09A2-6","10","e6+h2+v4",,,8.6548000000000000e-02,"09A2a"
568,12031,"10/08/13 00:00:00","v","39A-4","23","e6",,,8.7636800000000004e-01,"39A-e"
571,12034,"10/08/13 00:00:00","v","09-13","7","e1+h4+m+p2",,,3.9094999999999998e-02,"09-g"
573,12036,"10/08/13 00:00:00","v","08B3-3","5","e6",,,2.6976000000000000e-02,"08B3c"
575,12038,"10/08/13 00:00:00","v","09A2-2","10","e6+v4",,,4.7587999999999998e-02,"09A2b"
579,12042,"10/08/13 00:00:00","v","09-13","7","e6+h3+q",,,6.1626000000000000e-02,"09-g"
581,12044,"10/08/13 00:00:00","v","09A2-8","10","e6+h2+q+v4",,,1.1172500000000000e-01,"09A2b"
582,12045,"10/08/13 00:00:00","v","39A1-1","22","e6",,,4.7517999999999998e-02,"39A1a"
585,12048,"10/08/13 00:00:00","v","39A1-1","22","e6",,,1.2232500000000000e-01,"39A1a"
590,12053,"10/08/13 00:00:00","v","09A2-8","10","e6+h2+q+v4",,,1.7694299999999999e-01,"09A2b"
594,13001,"08/29/13 00:00:00","v","09B3-6","8","e6+v1",,,2.3035900000000001e-01,"09B3a"
595,13002,"08/29/13 00:00:00","v","09A2-2","10","e6+v4",,,1.5068999999999999e-01,"09A2b"
596,13003,"08/29/13 00:00:00","v","40A-1","24","e1+v4",,,7.1708200000000000e-01,"40A-b"
597,13004,"08/29/13 00:00:00","v","09B3-6","8","e1",,,3.2886900000000002e-01,"09B3a"
598,13005,"08/29/13 00:00:00","v","16B-4","15","e1+v1",,,1.6978199999999999e-01,"16B-e"
599,13006,"08/29/13 00:00:00","v","40A-5","25","e1+v2",,,7.3312000000000002e-02,"40A-a"
601,13008,"08/29/13 00:00:00","v","39A-2","25","e1",,,5.7570000000000003e-02,"39A-f"
602,13009,"08/29/13 00:00:00","v","09A2-2","10","e1+v4",,,3.6977800000000000e-01,"09A2b"
604,13011,"08/29/13 00:00:00","v","16B-1","16","e6+v1",,,1.9143900000000000e-01,"16B-b"
610,13017,"08/29/13 00:00:00","v","32-9","19","e1",,,1.3751900000000000e-01,"32-c"
611,13018,"08/29/13 00:00:00","v","09-11","19","e1+o2",,,1.6734399999999999e-01,"09-g"
614,13021,"08/29/13 00:00:00","v","09A2-2","10","e1+v4",,,3.6450540000000000e+00,"09A2b"
616,13023,"08/29/13 00:00:00","v","39A-1","24","e1+v4",,,7.9815800000000003e-01,"39A-f"
618,13025,"08/29/13 00:00:00","v","08B3-5","5","e1+v2",,,3.7040699999999999e-01,"08B3b"
619,13026,"08/29/13 00:00:00","v","09A2-5+09A2-3","10","e1+v4",,,2.3558800000000002e-01,"09A2b+09A2b"
620,13027,"08/29/13 00:00:00","v","09B-3","5","e1",,,7.8613000000000002e-02,"09B-a"
621,13028,"08/29/13 00:00:00","v","08-2","4","e1",,,5.5471400000000004e-01,"08-f"
623,13030,"08/29/13 00:00:00","v","39A-1","24","e1+v4",,,1.3377939999999999e+00,"39A-f"
624,13031,"08/29/13 00:00:00","v","09A2-2","10","e1+v4",,,7.7547000000000005e-02,"09A2b"
625,13032,"08/29/13 00:00:00","v","40A-1","24","e1+v4",,,5.9110000000000003e-02,"40A-b"
626,13033,"08/29/13 00:00:00","v","39A-2","25","e1+v1",,,2.2088600000000000e-01,"39A-f"
627,13034,"08/29/13 00:00:00","v","40A-1","24","e1+v4",,,1.7968799999999999e-01,"40A-b"
629,13036,"08/29/13 00:00:00","v","08B3-5","5","e6+h2",,,1.2717899999999999e-01,"08B3b"
632,13039,"08/29/13 00:00:00","v","08B3-3","5","e1+v3",,,7.5102300000000000e-01,"08B3c"
633,13040,"08/29/13 00:00:00","v","16-14","17","e1",,,1.0309300000000000e-01,"16A-e"
634,13041,"08/29/13 00:00:00","v","16-14","17","e1",,,6.5508999999999998e-02,"16A-e"
635,13042,"08/29/13 00:00:00","v","16-14","17","e1",,,5.5599999999999997e-02,"16A-e"
636,13043,"08/29/13 00:00:00","v","08-5","7","e1",,,2.9748900000000000e-01,"08-f"
638,13045,"08/29/13 00:00:00","v","09A2-2","10","e1+v4",,,7.8690000000000004e-01,"09A2b"
641,13048,"08/29/13 00:00:00","v","11B2-3","13","e1+v4",,,2.4435999999999999e-02,"11B2"
644,13051,"08/29/13 00:00:00","v","08B3-5","5","e1+h2+t+v1",,,3.1909100000000001e-01,"08B3b"
