intern_id,ElmID,Datum,Locatietype,SamengesteldeLegenda,VereenvoudigdeLegenda,ToevoegingLegenda,InterpretatieLegenda,AbiotiekLegenda,Oppervlakte,SbbType
83,6025,"10/09/13 00:00:00","v","09A2-5+08C-9","10","e6+h2+v4",,,2.0675099999999996e-01,"09A2b+08C-e"
84,6026,"10/14/13 00:00:00","v","08C-12+09-13","6","e6+h2",,,7.9555000000000001e-02,"08C-b+09-g"
85,6027,"10/14/13 00:00:00","v","08B3-3+08C-11","5","e6+q+v1",,,8.7119000000000002e-02,"08B3c+08C-c"
86,6028,"10/14/13 00:00:00","v","39A-2+39A-1","25","e6+v2",,,4.7868299999999997e-01,"39A-f+39A-f"
87,6029,"10/14/13 00:00:00","v","09A2-1+09A2-6","10","e6+h2+q+v4",,,5.7737999999999998e-02,"09A2a+09A2a"
88,6030,"10/14/13 00:00:00","v","08B3-4+08C-12","5","e6+h2+q",,,9.9517999999999995e-02,"08B3c+08C-b"
90,6032,"10/14/13 00:00:00","v","09-13+08B3-3","7","e3+h3+q",,,2.3414000000000001e-01,"09-g+08B3c"
92,6034,"10/14/13 00:00:00","v","08C-12+08B3-3","6","e2+o2+q+v1",,,9.3173000000000006e-02,"08C-b+08B3c"
93,6035,"10/14/13 00:00:00","v","50A-1+08C-8+08-2","1","e1",,,1.9549300000000000e-01,"50A+08C-c+08-f"
119,7016,"10/10/13 00:00:00","v","300-1+50A-1","28","e1",,,2.0540799999999998e-01,"300+50A"
121,7018,"10/10/13 00:00:00","v","300-1+50A-1","28","e1",,,1.8527600000000000e-01,"300+50A"
122,7019,"10/10/13 00:00:00","v","09A2-1+09A2-2+09A2-6","10","e1+q+v4",,,1.8916700000000000e-01,"09A2a+09A2b+09A2a"
123,7020,"10/10/13 00:00:00","v","39A-1+39A1-3+36A2-3","24","e1+v4",,,1.0185679999999999e+00,"39A-f+39A1c+36A2"
124,7021,"10/10/13 00:00:00","v","39A1-3+39A-1","22","e1+v2",,,3.7023899999999998e-01,"39A1c+39A-f"
126,7023,"10/10/13 00:00:00","v","08-5+32-9","7","e1",,,5.1670000000000008e-02,"08-f+32-c"
131,7028,"10/10/13 00:00:00","v","09-10+09A2-1","11","e6+o2+v4",,,4.8655999999999998e-02,"09-i+09A2a"
132,7029,"10/10/13 00:00:00","v","39A-2+39A-1","25","e1+v2",,,6.4000000000000001e-02,"39A-f+39A-f"
134,7031,"10/10/13 00:00:00","v","39A-2+09A2-6","25","e1+q+v4",,,8.0997000000000000e-02,"39A-f+09A2a"
135,7032,"10/10/13 00:00:00","v","300-1+50A-1","28","e1+t+v1",,,7.9505999999999993e-02,"300+50A"
136,7033,"10/10/13 00:00:00","v","09A2-1+09A2-2","10","e1+v4",,,7.9413999999999998e-02,"09A2a+09A2b"
137,7034,"10/10/13 00:00:00","v","09A2-1+09A2-2","10","e1+h2+o2+q+v4",,,1.4943699999999999e-01,"09A2a+09A2b"
138,7035,"10/10/13 00:00:00","v","09-8+09A2-2","11","e1+p2+q+v3",,,7.9641000000000003e-02,"09/c+09A2b"
139,7036,"10/10/13 00:00:00","v","08-5+09-12+32-4+08C-10","7","e1+q+v1",,,8.3358000000000002e-02,"08-f+09-k+32-e+08C-a"
140,7037,"10/10/13 00:00:00","v","09-12+09A-1+32-4","19","e1",,,6.4606999999999998e-02,"09-k+09A-a+32-e"
141,7038,"10/12/13 00:00:00","v","09A2-2+09A2-4","10","e1+v4",,,2.7494099999999999e-01,"09A2b+09A2b"
143,7039,"10/12/13 00:00:00","v","09A2-2+09A2-4","10","e1+v4",,,2.3754000000000000e-01,"09A2b+09A2b"
145,7041,"10/12/13 00:00:00","v","09A-1+09-11","12","e1+p3+v3",,,5.9016999999999993e-02,"09A-a+09-g"
147,7043,"10/12/13 00:00:00","v","08C-10+08-5+32-9","6","e1+q",,,8.8786000000000004e-02,"08C-a+08-f+32-c"
148,7044,"10/12/13 00:00:00","v","08C2-4+08B3-3","6","e1+o2+q+v1",,,1.2070999999999998e-01,"08C2c+08B3c"
149,7045,"10/12/13 00:00:00","v","09A2-2+09-9","10","e1+v4",,,1.2934100000000001e-01,"09A2b+09/c"
150,7046,"10/12/13 00:00:00","v","09A2-2+09A2-1","10","e1+o2+v4",,,4.0167300000000000e-01,"09A2b+09A2a"
153,7049,"10/14/13 00:00:00","v","32-4+09A-1+09-13","19","e1+r4+v1",,,8.1881999999999996e-02,"32-e+09A-a+09-g"
156,7052,"10/14/13 00:00:00","v","39A-5+39A1-3","23","e1+v1",,,2.6562000000000002e-01,"39A-b+39A1c"
157,7053,"10/14/13 00:00:00","v","40A2-1+39A-2","24","e1+v4",,,9.2421299999999995e-01,"40A2+39A-f"
158,7054,"10/14/13 00:00:00","v","09A2-4+09A-1","10","e1+p2+v4",,,5.8425000000000005e-01,"09A2b+09A-a"
159,7055,"10/14/13 00:00:00","v","39A-2+39A-1","25","e1+v1",,,5.6523999999999998e-02,"39A-f+39A-f"
160,7056,"10/14/13 00:00:00","v","09A2-1+09A2-6","10","e5+h2+q+v4",,,1.0504500000000000e-01,"09A2a+09A2a"
161,7057,"10/14/13 00:00:00","v","39A-1+40A2-1","24","e1+v4",,,3.0471500000000001e-01,"39A-f+40A2"
162,7058,"10/14/13 00:00:00","v","32-4+300-1+39A1-1","19","e1+r4",,,7.0816000000000004e-02,"32-e+300+39A1a"
163,7059,"10/14/13 00:00:00","v","08-5+32-4+08C-1","7","e1+q+r3",,,2.9219600000000001e-01,"08-f+32-e+08C-a"
164,7060,"10/14/13 00:00:00","v","50A-1+08C-5+08B3-3","1","e1+o3+q",,,1.4118300000000000e-01,"50A+08C-c+08B3c"
165,7061,"10/14/13 00:00:00","v","39A-1+39A-2+39A1-3","24","e1+v3",,,6.6798999999999997e-02,"39A-f+39A-f+39A1c"
166,7062,"10/14/13 00:00:00","v","08C-10+08-5+32-9","6","e1+q",,,6.3010699999999997e-01,"08C-a+08-f+32-c"
167,7063,"10/14/13 00:00:00","v","16-13+32-4+09-11","14","e1+r3+t",,,1.2800400000000001e-01,"16/c+32-e+09-g"
168,7064,"10/14/13 00:00:00","v","39A-2+36A2-2","25","e1+nt",,,1.5959449999999999e+00,"39A-f+36A2"
169,7065,"10/16/13 00:00:00","v","09A2-6+09-13+08C-10","10","e1+v4",,,3.1458900000000001e-01,"09A2a+09-g+08C-a"
171,7067,"10/16/13 00:00:00","v","32-7+08C-10","19","e1+q+v1",,,1.4774499999999999e-01,"32-d+08C-a"
173,7069,"10/16/13 00:00:00","v","09A2-6+08C-10","10","e1+q+v4",,,1.1491500000000000e-01,"09A2a+08C-a"
174,7070,"10/16/13 00:00:00","v","08C-10+40A-2","6","e1+q+v2",,,1.2272600000000000e-01,"08C-a+40A-c"
176,7072,"10/16/13 00:00:00","v","08-5+08C-10+32-9","7","e1+q+v1",,,3.8599400000000000e-01,"08-f+08C-a+32-c"
177,7073,"10/16/13 00:00:00","v","09A2-6+08-5","10","e1+q+v4",,,2.8739599999999998e-01,"09A2a+08-f"
178,7074,"10/16/13 00:00:00","v","36A2-3+39A-1","21","e1+v3",,,3.1741200000000003e-01,"36A2+39A-f"
179,7075,"10/16/13 00:00:00","v","09A2-6+08C-10","10","e1+q+v3",,,6.4090400000000003e-01,"09A2a+08C-a"
180,7076,"10/16/13 00:00:00","v","08C-10+39A-2","6","e1+q+v1",,,1.9826299999999999e-01,"08C-a+39A-f"
181,7077,"10/16/13 00:00:00","v","39A-1+39A1-3+33-2","24","e1+q+v3",,,3.7798700000000002e-01,"39A-f+39A1c+33/a"
182,7078,"10/16/13 00:00:00","v","09A2-6+08C-1","10","e1+o4+q+v4",,,2.5072100000000003e-01,"09A2a+08C-a"
187,7083,"10/16/13 00:00:00","v","08C-10+32-4+39A1-3","6","e1+q",,,2.3457100000000000e-01,"08C-a+32-e+39A1c"
188,7084,"10/16/13 00:00:00","v","09A2-2+09A2-1+08B3-3","10","e1+h2+v4",,,4.0440599999999999e-01,"09A2b+09A2a+08B3c"
191,8003,"09/20/13 00:00:00","v","09A2-2+32-9","10","e6+h2+v4",,,5.0434000000000001e-01,"09A2b+32-c"
192,8004,"09/20/13 00:00:00","v","08C-9+08C-11+01-1","5","e4+h2+v3",,,4.5412000000000001e-02,"08C-e+08C-c+01-b"
195,8007,"09/20/13 00:00:00","v","09A2-2+09-9","10","e6+o2+v4",,,4.9992000000000002e-02,"09A2b+09/c"
198,8010,"09/20/13 00:00:00","v","50A-1+01-1","1","e1",,,9.7060999999999995e-02,"50A+01-b"
199,8011,"09/20/13 00:00:00","v","08C-9+09A2-2","5","e6+v3",,,1.5648799999999999e-01,"08C-e+09A2b"
203,8015,"09/20/13 00:00:00","v","39A-4+39A-5+32-6","23","e1",,,1.2759999999999999e-01,"39A-e+39A-b+32-f"
204,8016,"09/20/13 00:00:00","v","39A1-1+32-10+36A2-2","22","e1",,,3.5687700000000000e-01,"39A1a+32-e+36A2"
206,8018,"09/20/13 00:00:00","v","08C-9+08C-11","5","e1+o3+v2",,,5.9982400000000002e-01,"08C-e+08C-c"
210,8022,"09/20/13 00:00:00","v","09-13+32-9","7","e1+h3",,,7.5411000000000006e-02,"09-g+32-c"
213,8025,"09/20/13 00:00:00","v","09A2-5+09B-4","10","e6+h3+v4",,,6.4312300000000000e-01,"09A2b+09B-a"
215,8027,"09/20/13 00:00:00","v","08C-12+32-9","6","e1+m",,,8.0335000000000004e-02,"08C-b+32-c"
229,8041,"09/20/13 00:00:00","v","08C-9+09A2-8","5","e6+h2+v3",,,1.2612599999999999e-01,"08C-e+09A2b"
233,8045,"09/20/13 00:00:00","v","08C-10+32-9","6","e1+m",,,1.5474199999999999e-01,"08C-a+32-c"
235,8047,"09/20/13 00:00:00","v","09A2-8+08C-12+32-9","10","e6+h2+v3",,,1.8652600000000000e-01,"09A2b+08C-b+32-c"
236,8048,"09/20/13 00:00:00","v","39A-1+40A-1","24","e6+v4",,,8.0959000000000003e-02,"39A-f+40A-b"
247,8059,"09/20/13 00:00:00","v","09-13+08C-9+08B3-3","7","e6+h2+v2",,,1.8735099999999999e-01,"09-g+08C-e+08B3c"
250,8062,"10/08/13 00:00:00","v","08B3-3+09-13+09B-4","5","e5+h3+v2",,,7.1081799999999995e-01,"08B3c+09-g+09B-a"
253,8065,"10/08/13 00:00:00","v","39A-2+32-9","25","e1+nt",,,1.2752700000000000e-01,"39A-f+32-c"
254,8066,"10/08/13 00:00:00","v","39A1-1+32-9","22","e1+nt",,,5.1842999999999993e-02,"39A1a+32-c"
260,8072,"10/08/13 00:00:00","v","08C-3+08C-12+32-10","6","e1",,,4.6275400000000000e-01,"08C-b+08C-b+32-e"
264,8076,"10/08/13 00:00:00","v","39A1-1+39A-4","22","e6",,,2.1160000000000001e-01,"39A1a+39A-e"
265,8077,"10/08/13 00:00:00","v","50A-1+08C-5","1","e1",,,6.5445000000000003e-02,"50A+08C-c"
274,8086,"10/08/13 00:00:00","v","08-3+08C-5+08-5","7","e2+nt+o2",,,1.5102199999999999e-01,"08-d+08C-c+08-f"
276,8088,"10/08/13 00:00:00","v","08-5+08B3-3","7","e1+nt+o3",,,3.6731399999999997e-01,"08-f+08B3c"
277,8089,"10/08/13 00:00:00","v","08-5+36A2-2+08B3-3","7","e1+nt+o2",,,6.8129700000000004e-01,"08-f+36A2+08B3c"
278,9001,"09/25/13 00:00:00","v","16-1+08-7","14","e1+m",,,4.8880000000000000e-02,"16-m+08-f"
279,9002,"09/25/13 00:00:00","v","39A1-3+39A-5","22","e1+v1",,,1.4653609999999999e+00,"39A1c+39A-b"
280,9003,"09/25/13 00:00:00","v","39A-5+40A-1+39A1-3","23","e1+v1",,,1.7858400000000001e+00,"39A-b+40A-b+39A1c"
282,9005,"09/25/13 00:00:00","v","08C-11+09A2-6+39A1-1","6","e3+v3",,,1.1644700000000001e-01,"08C-c+09A2a+39A1a"
283,9006,"09/25/13 00:00:00","v","39A1-1+08B3-3+08C-10","22","e3+v1",,,3.3981299999999998e-01,"39A1a+08B3c+08C-a"
284,9007,"09/25/13 00:00:00","v","39A-5+39A-4","23","e6+v1",,,5.2514200000000000e-01,"39A-b+39A-e"
285,9008,"09/25/13 00:00:00","v","33-2+09-11","19","e1+h2",,,9.2147999999999994e-02,"33/a+09-g"
286,9009,"09/25/13 00:00:00","v","39A-4+39A-5","23","e1+v1",,,5.3598400000000002e-01,"39A-e+39A-b"
287,9010,"09/27/13 00:00:00","v","39A1-1+39A-5","22","e1+v3",,,6.9661399999999996e-01,"39A1a+39A-b"
288,9011,"09/27/13 00:00:00","v","39A1-3+33-2+32-12","22","e1+q+v3",,,2.2399000000000002e-01,"39A1c+33/a+32-b"
289,9012,"09/27/13 00:00:00","v","09A2-6+39A-4","10","e2+q+v3",,,2.0281399999999999e-01,"09A2a+39A-e"
291,9014,"09/27/13 00:00:00","v","39A-2+33-2+39A1-1","25","e1+q",,,1.2767000000000001e-01,"39A-f+33/a+39A1a"
292,9015,"09/27/13 00:00:00","v","08-5+09-12+16-1","7","e1+m+v1",,,8.1060999999999994e-02,"08-f+09-k+16-m"
293,9016,"09/27/13 00:00:00","v","16-1+09-12+33-2","14","e1+m+v1",,,2.1215200000000001e-01,"16-m+09-k+33/a"
294,9017,"09/27/13 00:00:00","v","39A-1+39A1-3","24","e1+v4",,,1.4596000000000001e-01,"39A-f+39A1c"
295,9018,"09/27/13 00:00:00","v","39A1-1+39A-5+39A1-3","22","e1+v3",,,1.2245919999999999e+00,"39A1a+39A-b+39A1c"
296,9019,"09/27/13 00:00:00","v","36A2-3+09A2-6+39A1-1","21","e3+t+v2",,,7.5660000000000005e-02,"36A2+09A2a+39A1a"
298,9021,"09/25/13 00:00:00","v","36A2-3+09A2-6","21","e3+v4",,,1.6918500000000000e-01,"36A2+09A2a"
299,9022,"09/25/13 00:00:00","v","39A-1+36A2-3","24","e1+nt+v3",,,2.5650400000000001e-01,"39A-f+36A2"
300,9023,"09/25/13 00:00:00","v","39A-1+09A2-6","24","e1+nt+v3",,,3.6816800000000000e-01,"39A-f+09A2a"
301,9024,"09/25/13 00:00:00","v","08-5+39A-2+39A-5+09A2-6","7","e2+q+v2",,,2.1661400000000000e-01,"08-f+39A-f+39A-b+09A2a"
302,9025,"09/25/13 00:00:00","v","08C-6+08B3-3","4","e2+nt+o4+t+v1",,,3.5610799999999998e-01,"08C-c+08B3c"
303,9026,"09/25/13 00:00:00","v","08B3-3+08C-5","5","e2+nt+o4+t+v1",,,2.8883799999999998e-01,"08B3c+08C-c"
305,9028,"09/25/13 00:00:00","v","11B2-4+09A2-4","13","e1+m+v4",,,5.3863999999999995e-02,"11B2+09A2b"
306,9029,"09/25/13 00:00:00","v","09A2-2+09A2-6","10","e1+v4",,,4.5116999999999997e-02,"09A2b+09A2a"
307,9030,"09/25/13 00:00:00","v","09-11+09-12","19","e1+m+v1",,,1.1542000000000001e-01,"09-g+09-k"
308,9031,"09/25/13 00:00:00","v","39A1-1+39A-5+39A1-3","22","e1+v1",,,2.2987800000000003e-01,"39A1a+39A-b+39A1c"
309,9032,"09/25/13 00:00:00","v","39A-1+36A2-2","24","e1+v4",,,1.2136100000000000e-01,"39A-f+36A2"
310,9033,"09/25/13 00:00:00","v","39A1-1+08-5","22","e1+v1",,,3.8287000000000002e-02,"39A1a+08-f"
311,9034,"09/25/13 00:00:00","v","11B2-4+09A2-4+09-8","13","e5+m+v4",,,2.2657500000000000e-01,"11B2+09A2b+09/c"
312,9035,"09/25/13 00:00:00","v","09-11+09-12","19","e1+m",,,2.2545699999999996e-01,"09-g+09-k"
313,9036,"09/25/13 00:00:00","v","39A-1+08C-1+09A2-6+16-15","24","e1+v4",,,5.3348899999999999e-01,"39A-f+08C-a+09A2a+16A-e"
314,9037,"09/28/13 00:00:00","v","09A2-6+08B3-4","10","e1+h2+t+v4",,,8.7913000000000005e-02,"09A2a+08B3c"
315,9038,"09/28/13 00:00:00","v","08B3-4+08C-10+32-9","5","e1+t+v1",,,1.8060899999999999e-01,"08B3c+08C-a+32-c"
316,9039,"09/28/13 00:00:00","v","08B3-4+09A2-6","5","e1+h3+t+v2",,,3.4184100000000001e-01,"08B3c+09A2a"
317,9040,"09/28/13 00:00:00","v","32-9+09-13","19","e1+h3+q+v1",,,2.2356100000000001e-01,"32-c+09-g"
318,9041,"09/28/13 00:00:00","v","09-13+09A2-6","7","e1+h3+v2",,,4.8408000000000000e-02,"09-g+09A2a"
319,9042,"09/28/13 00:00:00","v","08B3-3+39A-2+36A2-1","5","e1+h2+q+v1",,,1.4239099999999999e-01,"08B3c+39A-f+36A2"
321,9044,"09/28/13 00:00:00","v","08C-10+39A-2+09A2-6","6","e1+q+v4",,,1.5025200000000000e-01,"08C-a+39A-f+09A2a"
322,9045,"09/28/13 00:00:00","v","39A-2+08-5+09A2-6+08C-10","25","e1+h2+q+v2",,,7.0919699999999997e-01,"39A-f+08-f+09A2a+08C-a"
323,9046,"09/28/13 00:00:00","v","08-5+08C-10","7","e1+o2+q+v1",,,2.1197700000000000e-01,"08-f+08C-a"
324,9047,"09/28/13 00:00:00","v","09A2-6+39A-1+09-13+08C-10","10","e1+h2+p2+q+v3",,,2.8153400000000001e-01,"09A2a+39A-f+09-g+08C-a"
325,9048,"09/28/13 00:00:00","v","09A2-6+40A-5+33-2","10","e1+q+v3",,,3.0259999999999998e-01,"09A2a+40A-a+33/a"
326,9049,"09/28/13 00:00:00","v","39A-1+39A-2","24","e1+v4",,,2.7978399999999998e-01,"39A-f+39A-f"
327,9050,"09/28/13 00:00:00","v","40A-5+36A2-2+08B3-3","25","e1+t+v1",,,2.2958499999999998e-01,"40A-a+36A2+08B3c"
328,9051,"09/28/13 00:00:00","v","39A-2+05-1+39A-1","25","e1+v2",,,2.9034599999999999e-01,"39A-f+05-d+39A-f"
329,9052,"09/28/13 00:00:00","v","09A2-6+08B3-3+01A2-1","10","e1+q+v4",,,2.3344200000000001e-01,"09A2a+08B3c+01A2"
330,9053,"09/28/13 00:00:00","v","39A-1+09A2-6","24","e1+v4",,,4.6645999999999993e-01,"39A-f+09A2a"
331,9054,"09/28/13 00:00:00","v","39A-1+40A-1","24","e1+v4",,,1.1400800000000000e-01,"39A-f+40A-b"
332,9055,"09/28/13 00:00:00","v","09-11+09-13","19","e1+o3+q+v1",,,9.0075000000000002e-02,"09-g+09-g"
333,9056,"09/28/13 00:00:00","v","09A2-2+09-10+09A2-6","10","e1+h2+v4",,,1.3836999999999999e-01,"09A2b+09-i+09A2a"
334,9057,"09/28/13 00:00:00","v","09A2-6+40A-3","10","e1+v4",,,1.7127999999999999e-01,"09A2a+40A-a"
335,9058,"09/28/13 00:00:00","v","39A-1+09A2-6+39A-2","24","e1+q+v4",,,2.8113899999999997e-01,"39A-f+09A2a+39A-f"
336,9059,"09/28/13 00:00:00","v","09A2-6+39A-1+08-5","10","e1+q+v4",,,2.0295700000000000e-01,"09A2a+39A-f+08-f"
339,9062,"09/28/13 00:00:00","v","40A-5+39A-1","25","e1+v2",,,6.5078400000000003e-01,"40A-a+39A-f"
340,9063,"09/28/13 00:00:00","v","39A-1+09A2-6","24","e1+v4",,,1.4612600000000001e-01,"39A-f+09A2a"
341,9064,"09/28/13 00:00:00","v","08C2-4+09-10+08C-11","6","e1+v2",,,1.5159800000000001e-01,"08C2c+09-i+08C-c"
342,9065,"09/28/13 00:00:00","v","09A2-5+09A2-6+09-10","10","e1+h2+v4",,,2.2918600000000000e-01,"09A2b+09A2a+09-i"
343,9066,"09/28/13 00:00:00","v","08B3-3+50A-1+39A-2","5","e1+v1",,,1.5583200000000000e-01,"08B3c+50A+39A-f"
344,9067,"09/28/13 00:00:00","v","08B3-4+09A2-6","5","e1+h3+v3",,,1.4266799999999999e-01,"08B3c+09A2a"
345,9068,"09/28/13 00:00:00","v","09-13+08C2-4","7","e1+h4+q+v1",,,1.0818200000000000e-01,"09-g+08C2c"
346,9069,"09/28/13 00:00:00","v","09-13+09A2-6+08B3-4","7","e2+h4+v3",,,1.2805200000000000e-01,"09-g+09A2a+08B3c"
347,9070,"09/28/13 00:00:00","v","08B3-3+36A2-2","5","e2+v1",,,9.3895999999999993e-02,"08B3c+36A2"
348,9071,"10/02/13 00:00:00","v","09A2-8+09A2-2+08B3-4","10","e1+t+v4",,,8.2668000000000005e-02,"09A2b+09A2b+08B3c"
349,9072,"10/02/13 00:00:00","v","09-9+09A2-2+09A2-7","11","e1+v4",,,4.8685400000000001e-01,"09/c+09A2b+09A2a"
350,9073,"10/02/13 00:00:00","v","39A-2+09A2-8","25","e1+v2",,,1.4380999999999999e-01,"39A-f+09A2b"
351,9074,"10/02/13 00:00:00","v","09-7+09-6","9","e1+q+v4",,,1.0842499999999999e-01,"09-j+09-j"
352,9075,"10/02/13 00:00:00","v","09-7+09A2-6","9","e1+q+v4",,,1.5973799999999999e-01,"09-j+09A2a"
353,9076,"10/02/13 00:00:00","v","08B3-4+09A2-6+32-9","5","e1+q+v2",,,2.2777500000000001e-01,"08B3c+09A2a+32-c"
354,9077,"10/02/13 00:00:00","v","09A2-1+09A2-5+09-7","10","e1+q+v4",,,6.1212000000000003e-02,"09A2a+09A2b+09-j"
356,9079,"10/02/13 00:00:00","v","09A2-5+04-1","10","e1+q+v4",,,1.2903600000000001e-01,"09A2b+04-a"
358,9081,"10/02/13 00:00:00","v","09A2-5+04-1","10","e1+q+v4",,,1.7967000000000000e-01,"09A2b+04-a"
361,9084,"10/02/13 00:00:00","v","32-4+09-11","19","e1+o2",,,3.3282499999999998e-01,"32-e+09-g"
362,9085,"10/02/13 00:00:00","v","09A2-6+08C-6","10","e1+o2+q+v3",,,2.8324700000000003e-01,"09A2a+08C-c"
363,9086,"10/02/13 00:00:00","v","01A2-1+08B3-3","2","e1+q",,,1.4326900000000001e-01,"01A2+08B3c"
365,9088,"10/02/13 00:00:00","v","09A2-6+09A2-4+08B3-4","10","e1+v4",,,4.0299200000000002e-01,"09A2a+09A2b+08B3c"
366,9089,"10/04/13 00:00:00","v","09A2-7+09A2-2+08B3-2","10","e2+t+v4",,,8.1872000000000000e-02,"09A2a+09A2b+08B3c"
368,9091,"10/04/13 00:00:00","v","09A2-1+09A2-6","10","e2+h2+t+v4",,,4.0726499999999999e-01,"09A2a+09A2a"
369,9093,"10/04/13 00:00:00","v","50A-1+08B3-1","1","e1+t",,,6.7902000000000004e-02,"50A+08B3d"
373,9098,"10/04/13 00:00:00","v","08-5+08B3-3","7","e1+nt+o2",,,1.3269800000000001e-01,"08-f+08B3c"
374,9100,"10/04/13 00:00:00","v","08B3-3+08C-11","5","e4+t+v2",,,4.5710000000000001e-02,"08B3c+08C-c"
375,9101,"10/04/13 00:00:00","v","09A2-1+09A2-6","10","e1+h2+v4",,,8.6493000000000000e-02,"09A2a+09A2a"
376,9102,"10/04/13 00:00:00","v","09-10+08B3-3+09A2-6","11","e1+q+v3",,,5.2070899999999998e-01,"09-i+08B3c+09A2a"
377,9103,"10/04/13 00:00:00","v","08B3-3+08C-5","5","e2+q+t+v1",,,4.4888999999999998e-02,"08B3c+08C-c"
378,9106,"10/05/13 00:00:00","v","09A2-6+08B3-4","10","e1+t+v4",,,2.3590600000000000e-01,"09A2a+08B3c"
381,9110,"10/05/13 00:00:00","v","08C-1+09-13+08C-10","6","e1+o3+q",,,8.4579000000000001e-02,"08C-a+09-g+08C-a"
384,9113,"10/05/13 00:00:00","v","08-3+09-12","7","e2+nt+q",,,1.1025100000000000e-01,"08-d+09-k"
385,9114,"10/05/13 00:00:00","v","09-12+08C-10","19","e1+o2+q",,,2.2307700000000000e-01,"09-k+08C-a"
386,9115,"10/05/13 00:00:00","v","08-5+09-12+08-3","7","e1+nt+q",,,4.1411999999999999e-01,"08-f+09-k+08-d"
387,9116,"10/05/13 00:00:00","v","08-5+08C-10+32-9","7","e1+q",,,7.2121299999999999e-01,"08-f+08C-a+32-c"
388,9117,"10/05/13 00:00:00","v","32-4+32-9+36A2-1+09-12","19","e1+q",,,5.6971000000000001e-02,"32-e+32-c+36A2+09-k"
389,9118,"10/05/13 00:00:00","v","08-5+32-9","7","e1+q",,,1.2131699999999998e-01,"08-f+32-c"
390,9119,"10/05/13 00:00:00","v","08-5+50A-1","7","e1+q",,,2.9954999999999998e-01,"08-f+50A"
391,9120,"10/05/13 00:00:00","v","08-5+08C-10+32-9","7","e1+nt+q",,,9.8665200000000008e-01,"08-f+08C-a+32-c"
392,9121,"10/05/13 00:00:00","v","08-5+50A-1","7","e1+q",,,4.1908800000000002e-01,"08-f+50A"
393,9122,"10/05/13 00:00:00","v","08-5+08C-10+32-9","7","e1+q",,,8.0407700000000004e-01,"08-f+08C-a+32-c"
394,9123,"10/05/13 00:00:00","v","01A2-1+08-5","2","e1+q",,,2.0871700000000001e-01,"01A2+08-f"
399,9128,"10/05/13 00:00:00","v","08C-10+08-5","6","e2+nt+q",,,1.3950860000000000e+00,"08C-a+08-f"
400,9129,"10/05/13 00:00:00","v","08-5+09-13+50A-1","7","e1+q+v1",,,4.4734000000000003e-02,"08-f+09-g+50A"
401,9130,"10/05/13 00:00:00","v","08-5+50A-1","7","e1+o2+q",,,3.0222500000000002e-01,"08-f+50A"
402,9131,"10/05/13 00:00:00","v","08-5+50A-1","7","e1+nt+q",,,2.2219900000000004e-01,"08-f+50A"
404,9134,"10/05/13 00:00:00","v","08-5+32-9","7","e1+q",,,4.9640800000000002e-01,"08-f+32-c"
408,9138,"10/09/13 00:00:00","v","08C-1+09-11","6","e1+h3",,,5.6184999999999999e-02,"08C-a+09-g"
410,9140,"10/09/13 00:00:00","v","09-11+08C-1","19","e1+r2+t",,,2.6563999999999997e-02,"09-g+08C-a"
414,9144,"10/09/13 00:00:00","v","09-13+32-9","7","e1+q",,,7.8968999999999998e-02,"09-g+32-c"
415,9145,"10/09/13 00:00:00","v","32-9+08C-10","19","e1+q",,,8.7540999999999994e-02,"32-c+08C-a"
420,9150,"10/09/13 00:00:00","v","09A2-6+09-13+08B3-4","10","e1+q+v4",,,1.3452100000000000e-01,"09A2a+09-g+08B3c"
421,9151,"10/09/13 00:00:00","v","08-5+09-13","7","e1+h2+q",,,9.3507000000000007e-02,"08-f+09-g"
422,9152,"10/09/13 00:00:00","v","09-10+09A2-1+08B3-4","11","e1+q+v4",,,1.5502099999999999e-01,"09-i+09A2a+08B3c"
425,9155,"10/09/13 00:00:00","v","36A2-1+39A-2+39A1-3","21","e1+v1",,,4.4408800000000004e-01,"36A2+39A-f+39A1c"
426,9156,"10/09/13 00:00:00","v","36A2-2+36A2-3","21","e1+v2",,,5.9844000000000008e-02,"36A2+36A2"
427,9157,"10/09/13 00:00:00","v","09-10+09A2-6+09A2-1","11","e4+q+v3",,,9.8878999999999995e-02,"09-i+09A2a+09A2a"
428,9158,"10/09/13 00:00:00","v","09A2-2+39A-1","10","e1+q+v4",,,1.1754000000000001e-01,"09A2b+39A-f"
429,9159,"10/09/13 00:00:00","v","09A2-5+09A2-2+09A2-6","10","e4+q+v4",,,2.6511600000000002e-01,"09A2b+09A2b+09A2a"
430,9160,"10/09/13 00:00:00","v","09-10+08B3-3+09A2-6","11","e1+o2+q+v4",,,4.4422999999999997e-02,"09-i+08B3c+09A2a"
433,9163,"10/09/13 00:00:00","v","40A-5+36A2-2+08B3-3","25","e1+nt",,,1.6260600000000000e-01,"40A-a+36A2+08B3c"
434,9164,"10/09/13 00:00:00","v","39A-4+08C-6+08C-1","23","e1+o2+q+t",,,2.2337699999999999e-01,"39A-e+08C-c+08C-a"
435,9165,"10/16/13 00:00:00","v","09-12+09A2-1","19","e1+v2",,,1.5365699999999999e-01,"09-k+09A2a"
436,9166,"10/16/13 00:00:00","v","09A2-4+09A2-2","10","e5+v4",,,9.6904000000000004e-02,"09A2b+09A2b"
