Locatie,SoortCode,Bedekking,Aantalsklasse,Bedekking_num
2316,228,"la","5",9
2316,248,"lf","4",3
2316,1385,"o","4",3
2318,420,"r","2",1
2319,2991,"r","4",1
2319,420,"r","2",1
2319,626,"r","3",1
2320,228,"o","3",3
2320,857,"o","3",3
2320,1385,"o","2",3
2321,924,"r","3",1
2321,248,"la","5",9
2321,1199,"f","5",8
2321,857,"a","5",15
2322,248,"a","5",15
2322,1199,"f","5",8
2322,857,"o","3",3
2323,248,"o","3",3
2323,1183,"s","3",1
2325,418,"o","3",3
2325,473,"a","4",15
2327,228,"r","3",1
2327,248,"f","5",8
2327,418,"f","5",8
2327,473,"r","2",1
2327,1385,"r","4",1
2327,924,"lf","5",3
2327,332,"r","4",1
2327,3024,"f","5",8
2333,248,"o","3",3
2333,260,"a","5",15
2333,418,"f","4",8
2333,473,"o","3",3
2333,821,"r","5",1
2333,3016,"a","5",15
2335,212,"s","3",1
2335,346,"r","2",1
2335,821,"s","4",1
2335,332,"s","3",1
2335,1230,"r","4",1
2335,1385,"r","2",1
2335,3024,"r","3",1
2335,248,"o","3",3
2335,418,"f","5",8
2335,473,"lf","4",3
2335,688,"r","3",1
2335,924,"s","2",1
2335,3016,"a","5",15
2352,212,"r","2",1
2352,221,"r","2",1
2352,228,"o","3",3
2352,248,"r","2",1
2352,260,"la","5",9
2352,337,"s","1",1
2352,418,"o","5",3
2352,688,"lf","5",3
2352,346,"o","5",3
2352,1324,"o","5",3
2352,821,"la","5",9
2352,239,"s","3",1
2352,2991,"r","4",1
2352,3024,"r","4",1
2354,260,"lf","5",3
2354,337,"s","3",1
2354,688,"r","4",1
2354,821,"o","4",3
2355,212,"r","2",1
2355,228,"r","2",1
2355,260,"la","5",9
2355,418,"o","4",3
2355,688,"lf","5",3
2355,346,"o","4",3
2355,427,"s","1",1
2355,1324,"o","4",3
2355,821,"r","4",1
2355,2991,"r","3",1
2356,212,"s","2",1
2356,221,"r","2",1
2356,237,"s","1",1
2356,337,"r","3",1
2356,418,"f","5",8
2356,688,"lf","4",3
2356,346,"o","3",3
2356,1385,"r","3",1
2356,2991,"r","4",1
2356,3024,"r","4",1
2356,3016,"s","4",1
2359,221,"f","4",8
2360,221,"o","3",3
2360,237,"r","2",1
2360,337,"o","4",3
2361,248,"lf","4",3
2361,473,"o","3",3
2361,688,"r","4",1
2361,924,"lf","4",3
2361,3011,"o","4",3
2361,3015,"o","5",3
2362,248,"f","4",8
2362,924,"f","4",8
2363,924,"s","3",1
2363,890,"s","1",1
2363,212,"r","2",1
2363,228,"o","4",3
2363,248,"r","3",1
2363,418,"o","4",3
2363,688,"lf","4",3
2363,346,"r","3",1
2377,337,"s","3",1
2377,228,"r","2",1
2377,248,"a","5",15
2377,260,"la","5",9
2377,418,"f","5",8
2377,1385,"f","4",8
2377,332,"a","5",15
2377,924,"f","5",8
2377,3024,"f","5",8
2377,3016,"r","4",1
2380,248,"o","4",3
2380,1199,"s","1",1
2380,418,"f","4",8
2381,337,"s","4",1
2381,1385,"r","3",1
2381,332,"r","4",1
2381,924,"s","2",1
2381,260,"r","5",1
2381,418,"f","4",8
2381,821,"r","4",1
2384,228,"o","3",3
2384,248,"f","5",8
2384,418,"f","5",8
2384,420,"s","1",1
2384,473,"o","4",3
2384,346,"r","2",1
2384,1385,"s","2",1
2384,821,"r","4",1
2384,924,"r","2",1
2384,3016,"o","4",3
2385,418,"f","5",8
2386,228,"r","3",1
2386,248,"r","3",1
2386,260,"o","4",3
2386,418,"f","5",8
2386,688,"la","5",9
2386,346,"o","4",3
2386,427,"r","3",1
2386,1324,"lf","5",3
2386,821,"s","4",1
2386,1230,"s","2",1
2386,3024,"r","5",1
2386,3028,"s","2",1
2389,212,"o","4",3
2389,228,"r","3",1
2389,248,"r","3",1
2389,418,"f","5",8
2389,688,"f","4",8
2389,346,"a","5",15
2389,427,"f","4",8
2389,1385,"o","4",3
2392,248,"r","4",1
2392,260,"r","5",1
2392,418,"f","5",8
2392,821,"s","2",1
2394,332,"a","3",15
2394,228,"r","3",1
2394,248,"f","5",8
2394,260,"o","3",3
2394,418,"f","5",8
2394,346,"r","3",1
2394,427,"s","1",1
2394,821,"la","5",9
2394,3024,"r","4",1
2396,248,"o","4",3
2396,260,"a","5",15
2396,418,"f","4",8
2396,821,"la","4",9
2399,638,"f","5",8
2400,212,"s","2",1
2400,228,"r","2",1
2400,248,"a","5",15
2400,1199,"r","3",1
2400,418,"f","4",8
2400,420,"s","2",1
2400,473,"s","1",1
2400,688,"lf","5",3
2400,346,"o","3",3
2400,1385,"f","4",8
2400,924,"f","5",8
2400,332,"a","5",15
2400,3024,"la","5",9
2402,212,"r","3",1
2402,237,"r","2",1
2402,248,"a","5",15
2402,1199,"r","3",1
2402,418,"f","5",8
2402,420,"r","2",1
2402,688,"lf","4",3
2402,346,"o","4",3
2402,1275,"o","3",3
2402,1385,"f","5",8
2402,924,"o","4",3
2402,821,"r","3",1
2402,332,"o","4",3
2409,248,"lf","5",3
2409,418,"f","5",8
2409,1385,"f","5",8
2410,418,"f","5",8
2410,1385,"lf","4",3
2410,821,"o","4",3
2411,212,"r","2",1
2411,248,"f","5",8
2411,418,"f","5",8
2411,420,"r","2",1
2411,346,"o","4",3
2411,1385,"lf","4",3
2411,821,"r","3",1
2411,332,"r","4",1
2411,1124,"s","2",1
2411,220,"s","1",1
2411,3024,"s","4",1
2417,212,"s","2",1
2417,248,"r","3",1
2417,237,"r","2",1
2417,418,"o","4",3
2417,688,"a","5",15
2417,346,"lf","4",3
2417,1324,"f","4",8
2417,1385,"r","3",1
2417,821,"a","5",15
2417,924,"r","4",1
2420,187,"s","1",1
2420,228,"f","4",8
2420,248,"a","5",15
2420,890,"lf","3",3
2420,1199,"r","3",1
2420,418,"f","4",8
2420,346,"o","3",3
2420,1385,"r","3",1
2420,332,"lf","4",3
2420,924,"f","4",8
2420,3024,"o","5",3
2427,212,"f","3",8
2427,237,"s","1",1
2427,332,"f","4",8
2427,187,"r","2",1
2427,220,"r","3",1
2428,332,"o","4",3
2428,220,"r","2",1
2431,228,"r","2",1
2431,248,"r","4",1
2431,418,"f","5",8
2431,473,"r","2",1
2431,688,"r","4",1
2431,346,"r","3",1
2431,1385,"o","3",3
2431,924,"o","3",3
2431,332,"r","3",1
2436,228,"s","1",1
2436,248,"s","2",1
2436,418,"f","5",8
2436,688,"a","5",15
2436,346,"r","2",1
2436,1385,"r","3",1
2436,924,"o","3",3
2437,237,"s","1",1
2437,248,"s","2",1
2437,418,"f","5",8
2437,473,"s","1",1
2437,688,"r","4",1
2437,821,"r","4",1
2438,228,"s","1",1
2438,237,"s","1",1
2438,418,"f","5",8
2438,420,"r","2",1
2438,473,"s","1",1
2438,821,"r","4",1
2439,326,"s","1",1
2439,212,"r","2",1
2439,228,"o","3",3
2439,237,"o","3",3
2439,248,"la","5",9
2439,418,"f","5",8
2439,688,"lf","4",3
2439,346,"o","3",3
2439,1385,"o","3",3
2439,924,"s","1",1
2441,337,"s","2",1
2441,1332,"s","3",1
2441,418,"f","3",8
2441,420,"f","3",8
2442,228,"o","3",3
2442,248,"o","5",3
2442,418,"f","5",8
2442,1385,"o","4",3
2442,821,"o","4",3
2442,549,"s","2",1
2446,228,"o","3",3
2446,248,"r","3",1
2446,418,"a","5",15
2446,420,"o","3",3
2446,688,"o","4",3
2446,1099,"s","1",1
2446,821,"o","4",3
2446,332,"s","3",1
2447,248,"o","3",3
2447,418,"o","4",3
2447,688,"a","5",15
2447,346,"f","4",8
2447,427,"lf","3",3
2447,1324,"o","4",3
2447,1385,"r","2",1
2447,3024,"o","5",3
2454,212,"r","3",1
2454,248,"o","5",3
2454,1275,"r","2",1
2454,1385,"o","5",3
2454,239,"r","3",1
2455,248,"o","4",3
2455,260,"s","4",1
2455,418,"o","4",3
2455,346,"lf","4",3
2455,821,"a","5",15
2455,239,"r","4",1
2458,237,"s","1",1
2458,248,"lf","5",3
2458,418,"o","4",3
2458,688,"la","5",9
2458,346,"f","4",8
2458,1385,"r","2",1
2458,821,"a","5",15
2458,1124,"s","1",1
2459,212,"r","2",1
2459,248,"r","3",1
2459,237,"r","2",1
2459,418,"o","5",3
2459,688,"a","5",15
2459,346,"f","5",8
2459,1275,"lf","4",3
2459,1324,"o","4",3
2459,821,"o","3",3
2459,1362,"s","1",1
2462,248,"o","3",3
2462,418,"f","5",8
2462,346,"o","4",3
2462,1385,"o","3",3
2462,3024,"o","5",3
2463,212,"r","2",1
2463,228,"r","2",1
2463,418,"lf","4",3
2463,420,"r","2",1
2463,688,"a","5",15
2463,346,"lf","4",3
2463,427,"lf","4",3
2463,1324,"r","4",1
2463,1385,"o","3",3
2463,332,"r","4",1
2463,924,"o","3",3
2463,821,"o","4",3
2464,248,"f","5",8
2464,688,"la","5",9
2464,346,"f","5",8
2464,1385,"f","4",8
2464,332,"f","4",8
2464,924,"o","3",3
2464,3024,"a","5",15
2466,248,"r","3",1
2466,418,"f","5",8
2466,420,"s","1",1
2466,924,"o","3",3
2467,237,"r","2",1
2467,418,"f","5",8
2467,821,"o","4",3
2467,220,"s","1",1
2476,212,"s","1",1
2476,418,"o","4",3
2476,420,"s","2",1
2476,688,"o","5",3
2476,346,"f","4",8
2476,427,"f","5",8
1757,427,"o","5",3
1757,1324,"o","3",3
1757,1327,"o","3",3
1757,2629,"o","3",3
1758,212,"f","4",8
1758,688,"f","5",8
1758,346,"o","4",3
1758,427,"lf","4",3
1758,1324,"r","2",1
1758,1327,"r","2",1
1758,1051,"r","3",1
1758,3011,"s","3",1
1758,2991,"s","3",1
1758,420,"s","1",1
1760,418,"r","3",1
1760,688,"o","4",3
1760,346,"o","3",3
1760,3011,"s","4",1
1760,3024,"s","5",1
1762,219,"o","2",3
1762,688,"o","3",3
1762,346,"o","3",3
1765,1183,"f","3",8
1765,1275,"s","3",1
1766,1183,"s","3",1
1767,1183,"o","3",3
1771,1275,"s","2",1
1775,1385,"r","2",1
1776,248,"a","4",15
1776,1199,"o","2",3
1776,1385,"o","3",3
1777,248,"a","5",15
1777,1199,"o","3",3
1777,688,"la","5",9
1778,248,"a","4",15
1778,688,"o","4",3
1778,1385,"o","3",3
1778,670,"r","4",1
1779,228,"a","4",15
1779,248,"o","3",3
1780,228,"lf","3",3
1780,248,"o","3",3
1780,1199,"o","3",3
1780,1183,"s","3",1
1781,248,"o","4",3
1781,1199,"a","5",15
1781,857,"o","3",3
1784,1199,"f","4",8
1784,549,"o","4",3
1785,549,"f","4",8
1790,1275,"o","3",3
1791,549,"la","4",9
1792,651,"r","2",1
1794,1183,"lf","3",3
1795,1255,"f","4",8
1795,427,"f","4",8
1796,418,"s","1",1
1796,420,"o","3",3
1796,427,"o","3",3
1796,1226,"s","2",1
1797,1255,"o","3",3
1798,427,"a","5",15
1799,688,"o","3",3
1799,1255,"o","3",3
1799,427,"f","4",8
1799,849,"r","2",1
1800,456,"f","4",8
1800,427,"f","4",8
1802,420,"o","3",3
1802,456,"o","3",3
1802,427,"f","4",8
1878,212,"s","3",1
1878,890,"r","3",1
1878,418,"o","4",3
1878,420,"o","3",3
1878,688,"lf","4",3
1878,346,"o","3",3
1878,1099,"s","1",1
1878,427,"a","5",15
1878,1324,"r","3",1
1878,857,"s","2",1
1878,1275,"s","2",1
1882,418,"o","3",3
1882,688,"d","5",60
1882,346,"r","2",1
1883,228,"o","3",3
1883,418,"lf","4",3
1883,688,"ld","5",22
1883,346,"s","1",1
1884,221,"s","2",1
1884,228,"f","4",8
1884,418,"f","5",8
1884,473,"s","1",1
1884,688,"lf","4",3
1885,1199,"o","3",3
1885,418,"o","4",3
1885,688,"ld","5",22
1886,346,"o","3",3
1886,427,"f","5",8
1887,228,"o","3",3
1887,688,"la","5",9
1887,427,"r","2",1
1888,228,"f","4",8
1888,418,"f","5",8
1888,688,"o","4",3
1889,418,"o","4",3
1889,688,"la","5",9
1890,418,"r","2",1
1890,688,"d","5",60
1891,418,"o","4",3
1891,688,"d","5",60
1891,346,"o","3",3
1892,228,"o","4",3
1892,418,"f","5",8
1892,688,"o","3",3
1893,418,"o","4",3
1893,688,"f","5",8
1894,688,"la","5",9
1894,346,"f","3",8
1894,427,"la","4",9
1895,346,"s","1",1
1895,1327,"o","3",3
1896,688,"a","5",15
1896,346,"o","3",3
1896,427,"f","3",8
1896,1327,"o","2",3
1897,418,"o","3",3
1897,346,"f","5",8
1897,427,"f","4",8
1897,821,"la","5",9
1899,418,"o","4",3
1899,688,"ld","5",22
1900,221,"o","3",3
1900,337,"o","3",3
1900,688,"f","5",8
1900,346,"o","3",3
1900,427,"f","4",8
2515,420,"r","3",1
2515,688,"f","5",8
2515,346,"r","4",1
2515,1099,"r","3",1
2515,427,"o","4",3
2515,1324,"f","5",8
2517,212,"f","4",8
2518,212,"f","5",8
2518,420,"r","2",1
2518,688,"o","5",3
2518,1099,"s","1",1
2518,427,"f","5",8
2520,473,"r","2",1
2520,924,"s","1",1
2520,212,"s","2",1
2520,221,"r","2",1
2520,337,"s","1",1
2520,239,"s","3",1
2520,2991,"r","3",1
2520,3024,"s","3",1
2520,418,"f","5",8
2520,651,"s","1",1
2521,237,"s","1",1
2521,1332,"s","2",1
2521,228,"r","3",1
2521,248,"o","4",3
2521,418,"f","5",8
2521,688,"o","4",3
2521,346,"o","3",3
2521,427,"r","3",1
2521,1385,"r","3",1
2521,332,"r","3",1
2521,821,"o","4",3
2521,220,"s","1",1
2521,3024,"o","5",3
2522,212,"r","2",1
2522,418,"o","4",3
2522,688,"ld","5",22
2522,346,"lf","3",3
2523,248,"o","4",3
2523,1199,"f","4",8
2523,857,"o","3",3
2523,1183,"r","2",1
1903,418,"r","2",1
1903,688,"f","5",8
1903,346,"r","2",1
1904,228,"r","3",1
1904,427,"r","3",1
1905,688,"o","3",3
1905,427,"o","3",3
1906,688,"o","4",3
1906,427,"o","4",3
1908,688,"o","4",3
1908,427,"o","4",3
1909,688,"o","4",3
1909,427,"o","4",3
1910,418,"f","5",8
1910,420,"s","2",1
1910,688,"f","5",8
1910,346,"o","4",3
1910,427,"r","3",1
1910,1324,"o","4",3
1911,427,"a","4",15
1912,418,"o","3",3
1912,688,"f","4",8
1912,346,"f","4",8
1912,1324,"f","4",8
1913,418,"f","3",8
1913,688,"f","3",8
1914,688,"f","4",8
1914,427,"o","3",3
1915,688,"f","4",8
1915,346,"o","3",3
1915,427,"o","3",3
1915,1327,"o","3",3
1916,688,"f","4",8
1916,427,"f","4",8
1917,418,"f","4",8
1917,420,"r","3",1
1917,688,"o","3",3
1917,346,"r","3",1
1918,427,"a","5",15
1919,427,"a","5",15
1921,418,"f","4",8
1921,420,"r","3",1
1921,688,"f","4",8
1922,688,"f","4",8
1922,427,"o","3",3
1923,688,"f","4",8
1923,346,"o","3",3
1923,427,"o","3",3
1925,418,"f","4",8
1925,420,"r","3",1
1925,688,"o","3",3
1926,418,"o","3",3
1926,688,"o","3",3
1927,688,"f","5",8
1927,427,"o","4",3
1928,427,"s","2",1
1929,1051,"r","2",1
1930,418,"o","4",3
1930,688,"f","4",8
1930,346,"s","2",1
1931,427,"r","3",1
1932,688,"o","3",3
1932,427,"o","3",3
1933,688,"f","4",8
1933,346,"o","3",3
1933,427,"f","4",8
1934,418,"f","5",8
1934,420,"o","4",3
1934,456,"s","2",1
1934,688,"o","4",3
1934,908,"s","1",1
1935,688,"f","5",8
1935,427,"a","5",15
1936,908,"r","2",1
1937,427,"f","4",8
1938,427,"a","5",15
1939,427,"f","5",8
1940,418,"f","5",8
1940,420,"f","4",8
1940,346,"s","1",1
1940,427,"o","5",3
1941,1099,"o","3",3
1941,427,"a","5",15
1942,427,"a","5",15
1944,418,"r","4",1
1944,420,"r","2",1
1944,688,"f","5",8
1944,1099,"s","1",1
1944,427,"f","5",8
1945,420,"s","2",1
1945,688,"o","4",3
1945,346,"r","2",1
1945,427,"f","5",8
1945,651,"s","1",1
1946,418,"o","3",3
1946,420,"s","1",1
1946,688,"o","4",3
1946,1099,"s","1",1
1947,212,"r","2",1
1947,420,"s","1",1
1947,688,"r","3",1
1947,346,"s","1",1
1947,427,"lf","4",3
1949,212,"o","3",3
1949,420,"s","1",1
1949,427,"o","5",3
1950,212,"f","5",8
1950,427,"f","5",8
1951,418,"f","5",8
1951,420,"r","3",1
1951,688,"r","4",1
1951,346,"r","2",1
1951,427,"r","5",1
1952,420,"s","1",1
1953,427,"o","5",3
1954,1099,"o","3",3
1954,1327,"o","3",3
1955,427,"o","5",3
1956,427,"a","5",15
1959,418,"f","5",8
1959,479,"a","3",15
1959,3015,"f","5",8
1964,228,"o","4",3
1964,248,"r","3",1
1964,418,"f","5",8
1964,473,"r","2",1
1964,688,"r","4",1
1964,346,"r","3",1
1964,3011,"a","5",15
1964,3016,"f","4",8
1964,2991,"r","3",1
1965,3011,"o","3",3
1965,1324,"f","4",8
1965,219,"r","2",1
1965,221,"f","4",8
1965,337,"f","4",8
1965,714,"r","2",1
1965,1255,"o","4",3
1965,427,"f","5",8
1965,1385,"o","3",3
1972,212,"o","3",3
1972,219,"o","4",3
1972,221,"f","4",8
1972,228,"r","2",1
1972,248,"r","3",1
1972,337,"f","5",8
1972,418,"o","4",3
1972,688,"f","5",8
1972,908,"s","1",1
1972,346,"f","5",8
1972,427,"f","5",8
1972,1324,"a","5",15
1972,1327,"r","2",1
1972,1385,"o","4",3
1972,821,"o","3",3
1972,2629,"r","3",1
1972,2991,"a","5",15
1972,3016,"o","5",3
1974,212,"r","3",1
1974,219,"s","1",1
1974,221,"f","3",8
1974,337,"r","3",1
1974,418,"o","4",3
1974,688,"f","5",8
1974,346,"f","5",8
1974,427,"f","4",8
1974,1324,"f","5",8
1974,1327,"r","2",1
1974,821,"r","3",1
1974,2991,"f","4",8
1974,3024,"o","3",3
1996,228,"o","3",3
1996,248,"a","5",15
1996,1199,"f","4",8
1996,857,"r","2",1
1996,549,"r","2",1
1996,3024,"s","3",1
1997,337,"d","4",60
1997,420,"r","1",1
1997,688,"o","3",3
1997,427,"f","3",8
1999,212,"o","3",3
1999,219,"o","3",3
1999,221,"o","3",3
1999,228,"r","2",1
1999,260,"s","2",1
1999,337,"o","4",3
1999,418,"f","5",8
1999,688,"f","5",8
1999,346,"f","5",8
1999,427,"f","5",8
1999,1324,"a","5",15
1999,1327,"o","3",3
1999,326,"s","1",1
1999,2991,"o","4",3
1999,3024,"o","5",3
1999,473,"s","1",1
1999,2629,"s","1",1
1999,821,"r","3",1
2006,212,"o","3",3
2006,337,"o","3",3
2006,688,"f","5",8
2006,346,"f","5",8
2006,1327,"r","2",1
2006,2991,"o","4",3
2006,3024,"o","4",3
2007,473,"lf","3",3
2007,1327,"s","1",1
2007,3011,"f","4",8
2007,228,"r","3",1
2007,418,"a","5",15
2007,688,"r","3",1
2008,221,"o","3",3
2008,337,"o","3",3
2009,212,"o","3",3
2009,219,"r","2",1
2009,228,"r","2",1
2009,418,"f","5",8
2009,346,"f","4",8
2009,688,"a","5",15
2009,1099,"s","1",1
2009,427,"o","3",3
2009,1324,"lf","5",3
2009,821,"r","3",1
2009,3024,"r","4",1
2010,212,"s","3",1
2010,219,"r","2",1
2010,228,"o","3",3
2010,418,"a","5",15
2010,346,"r","2",1
2012,228,"r","2",1
2012,418,"o","3",3
2012,688,"a","5",15
2013,212,"r","3",1
2013,418,"o","3",3
2013,688,"a","5",15
2013,346,"f","5",8
2013,427,"f","5",8
2013,1324,"f","5",8
2013,821,"a","5",15
2013,221,"s","1",1
2014,418,"f","5",8
2014,688,"o","5",3
2014,1124,"r","2",1
2014,821,"o","3",3
2015,212,"s","3",1
2015,228,"o","3",3
2015,248,"a","5",15
2015,1199,"f","5",8
2015,688,"s","4",1
2015,857,"o","3",3
2015,1275,"s","3",1
2015,3011,"r","4",1
2016,418,"a","5",15
2017,228,"o","3",3
2017,260,"la","5",9
2017,418,"o","4",3
2017,688,"o","4",3
2017,346,"o","3",3
2018,212,"r","4",1
2018,418,"f","5",8
2018,688,"o","3",3
2019,418,"f","5",8
2019,473,"f","4",8
2019,821,"s","3",1
2021,212,"r","3",1
2021,418,"o","5",3
2021,688,"a","5",15
2021,346,"o","4",3
2021,1099,"s","1",1
2021,1324,"f","4",8
2021,1327,"r","3",1
2021,821,"s","3",1
2021,2991,"r","3",1
2021,1230,"s","3",1
2022,418,"f","5",8
2022,688,"f","5",8
2025,418,"f","5",8
2025,473,"r","3",1
2025,688,"o","4",3
2026,212,"r","3",1
2026,418,"f","4",8
2026,688,"r","4",1
2029,212,"r","3",1
2029,418,"f","5",8
2029,420,"s","2",1
2029,688,"la","5",9
2029,346,"o","3",3
2029,1324,"r","4",1
2029,1327,"r","2",1
2029,326,"s","1",1
2029,2991,"r","3",1
2029,748,"s","1",1
2029,473,"r","3",1
2033,248,"r","3",1
2033,441,"a","4",15
2033,346,"o","3",3
2033,228,"r","2",1
2033,1324,"r","3",1
2034,228,"r","3",1
2034,418,"o","3",3
2034,420,"r","2",1
2034,688,"la","5",9
2034,346,"o","4",3
2034,427,"lf","4",3
2034,1324,"lf","5",3
2034,1327,"r","3",1
2034,1385,"r","3",1
2035,219,"s","1",1
2035,221,"r","2",1
2035,228,"f","4",8
2035,248,"f","4",8
2035,418,"f","4",8
2035,473,"s","3",1
2035,688,"a","5",15
2035,346,"f","4",8
2035,427,"r","3",1
2035,1324,"o","4",3
2035,821,"r","3",1
2035,670,"la","4",9
2035,2629,"s","1",1
2035,2991,"s","2",1
2035,3024,"o","4",3
2037,228,"lf","4",3
2037,418,"f","5",8
2037,473,"lf","3",3
2037,688,"o","4",3
2037,3024,"r","4",1
2037,821,"s","3",1
2037,2991,"s","2",1
2038,688,"o","4",3
2038,418,"f","5",8
2038,346,"r","3",1
2038,427,"o","3",3
2038,1324,"r","3",1
2039,212,"f","4",8
2039,418,"r","3",1
2039,688,"f","5",8
2039,346,"a","5",15
2039,427,"f","5",8
2039,1324,"o","4",3
2040,212,"o","3",3
2040,427,"f","4",8
2042,212,"r","3",1
2042,228,"f","4",8
2042,248,"r","3",1
2042,418,"o","4",3
2042,688,"o","4",3
2042,346,"o","4",3
2042,1324,"o","4",3
2042,2991,"r","3",1
2044,212,"o","4",3
2044,228,"r","3",1
2044,418,"f","5",8
2044,473,"r","2",1
2044,3174,"f","5",8
2044,3015,"r","3",1
2044,3011,"lf","4",3
2044,3024,"o","4",3
2046,473,"s","2",1
2046,3011,"r","3",1
2046,3016,"r","3",1
2048,228,"la","4",9
2048,260,"a","5",15
2048,418,"lf","5",3
2048,688,"o","4",3
2048,473,"s","2",1
2048,3011,"r","3",1
2049,212,"r","3",1
2049,228,"r","3",1
2049,248,"o","4",3
2049,260,"s","1",1
2049,1199,"o","3",3
2049,890,"o","3",3
2049,418,"lf","4",3
2049,473,"r","2",1
2049,688,"o","4",3
2049,346,"o","3",3
2049,1183,"f","5",8
2049,427,"o","3",3
2049,1385,"o","3",3
2051,228,"a","4",15
2051,248,"r","3",1
2051,418,"o","4",3
2051,473,"r","2",1
2051,688,"f","4",8
2051,346,"o","4",3
2051,1324,"f","5",8
2051,1385,"s","2",1
2051,821,"o","4",3
2051,3016,"r","4",1
2051,2991,"o","4",3
2051,3024,"a","5",15
2051,670,"f","4",8
2053,212,"r","3",1
2053,219,"s","1",1
2053,221,"f","3",8
2053,260,"o","3",3
2053,337,"f","4",8
2053,418,"f","5",8
2053,688,"f","5",8
2053,346,"f","5",8
2053,427,"o","4",3
2053,1324,"f","5",8
2053,1327,"r","2",1
2053,1385,"o","3",3
2053,1230,"s","3",1
2053,3002,"o","4",3
2053,2991,"f","4",8
2053,3024,"f","5",8
2054,337,"a","4",15
2054,688,"f","4",8
2054,427,"f","4",8
2055,228,"o","3",3
2055,248,"f","4",8
2055,418,"o","3",3
2056,228,"f","4",8
2056,248,"o","3",3
2056,1199,"o","3",3
2056,418,"lf","4",3
2056,857,"o","3",3
2058,237,"s","2",1
2058,248,"r","3",1
2058,418,"o","3",3
2058,688,"lf","4",3
2058,346,"r","3",1
2058,1324,"o","4",3
2058,3024,"r","3",1
2058,337,"s","2",1
2075,228,"r","3",1
2075,337,"r","2",1
2075,418,"f","5",8
2075,346,"f","5",8
2077,418,"f","5",8
2077,714,"o","4",3
2077,337,"r","3",1
2128,441,"o","4",3
2128,997,"f","5",8
2128,1255,"o","4",3
2129,473,"f","5",8
2129,997,"s","2",1
2129,1099,"s","2",1
2130,714,"r","3",1
2130,1099,"r","2",1
2130,427,"la","1",9
2130,441,"r","2",1
2131,418,"o","4",3
2131,714,"r","3",1
2131,3011,"r","3",1
2134,418,"f","4",8
2134,3011,"r","4",1
2134,337,"s","3",1
2136,212,"s","1",1
2136,418,"f","5",8
2136,688,"o","4",3
2136,3011,"f","5",8
2136,3024,"s","3",1
2137,456,"s","1",1
2137,1324,"o","5",3
2137,1385,"r","2",1
2137,3024,"r","4",1
2138,418,"f","5",8
2138,688,"o","4",3
2138,346,"o","4",3
2138,1324,"r","3",1
2139,1324,"o","3",3
2139,1385,"o","3",3
2139,985,"r","2",1
2140,248,"f","5",8
2141,418,"f","5",8
2141,688,"r","3",1
2141,3011,"o","5",3
2141,3174,"r","4",1
2143,418,"f","5",8
2144,418,"f","5",8
2144,420,"o","3",3
2144,688,"o","5",3
2144,346,"r","3",1
2144,427,"r","5",1
2145,346,"s","1",1
2145,1255,"o","3",3
2145,1230,"a","4",15
2147,212,"o","3",3
2147,427,"o","5",3
2147,1230,"s","3",1
2148,1099,"f","3",8
2149,418,"o","4",3
2149,688,"o","3",3
2149,427,"r","4",1
2152,420,"r","2",1
2152,688,"f","4",8
2152,427,"r","4",1
2152,1230,"s","2",1
2079,688,"a","5",15
2079,346,"r","2",1
2080,346,"r","2",1
2081,688,"a","5",15
2081,346,"o","3",3
2084,212,"r","2",1
2084,248,"o","5",3
2084,420,"r","2",1
2084,1099,"r","3",1
2084,1183,"s","2",1
2084,427,"r","5",1
2084,549,"o","3",3
2084,3011,"s","3",1
2084,337,"s","3",1
2084,1255,"s","3",1
2084,1051,"r","2",1
2085,219,"r","2",1
2085,418,"f","5",8
2085,688,"f","5",8
2085,346,"o","3",3
2085,427,"f","5",8
2085,1324,"a","5",15
2085,1385,"o","3",3
2085,3011,"r","3",1
2086,418,"f","5",8
2086,688,"o","4",3
2086,3011,"a","5",15
2088,346,"r","3",1
2088,1324,"r","2",1
2088,1230,"o","4",3
2089,418,"f","5",8
2089,420,"f","3",8
2089,688,"lf","4",3
2089,221,"s","1",1
2089,638,"r","3",1
2090,248,"la","5",9
2092,418,"f","5",8
2092,688,"o","4",3
2092,997,"r","2",1
2092,1099,"r","2",1
2092,1255,"s","2",1
2095,688,"o","3",3
2095,346,"r","2",1
2095,1099,"r","2",1
2095,427,"a","5",15
2098,219,"s","1",1
2098,418,"f","4",8
2098,688,"f","5",8
2098,346,"o","4",3
2098,427,"f","5",8
2098,1324,"lf","5",3
2098,3024,"r","3",1
2099,997,"o","3",3
2101,997,"r","3",1
2101,346,"r","3",1
2101,1255,"s","1",1
2101,427,"o","5",3
2101,1230,"r","4",1
2103,418,"f","4",8
2103,420,"o","3",3
2103,688,"o","4",3
2104,1324,"o","3",3
2107,212,"r","2",1
2107,420,"r","2",1
2107,688,"o","4",3
2107,1099,"r","2",1
2107,427,"f","5",8
2107,1324,"o","5",3
2107,638,"s","2",1
2108,420,"f","4",8
2108,688,"f","5",8
2108,1099,"r","2",1
2108,427,"f","5",8
2109,1099,"lf","4",3
2109,427,"lf","4",3
2110,427,"lf","5",3
2110,997,"r","3",1
