Cata_ID,Versie,Code,KlasseNaamNed,VerbRGNaamNed,AssocRGNaamNed,SubAssocNaamNed,LandTypeNed,LandTypeWet,Vervallen,Vervangbaarheid,VVNCode,VVNNaam
129,2.0020000000000000e+03,"09/a","KLASSE DER KLEINE ZEGGEN","DG Wilg","nvt","nvt","DG Wilg-[Klasse der kleine Zeggen]","DG Salix species-[Parvocaricetea]",0,4,"nvt","Parvocaricetea"
133,2.0020000000000000e+03,"09A-a","KLASSE DER KLEINE ZEGGEN","Verbond van Zwarte zegge","RG Zwarte zegge /Moerasstruisgras","nvt","RG Zwarte zegge-Moerasstruisgras-[Vb. Zw. zegge]","RG Carex nigra - Agrostis canina-[Caricion nig.]",0,3,"09-RG2-[09Aa]","RG Carex nigra-Agrostis canina-[Caricion nigrae]"
135,2.0020000000000000e+03,"09A2a","KLASSE DER KLEINE ZEGGEN","Verbond van Zwarte zegge","Veenmosrietland","Typische subassociatie","Veenmosrietland, typische subassociatie","Pallavicinio-Sphagnetum typicum",0,1,"9Aa2a","Pallavicinio-Sphagnetum typicum"
136,2.0020000000000000e+03,"09A2b","KLASSE DER KLEINE ZEGGEN","Verbond van Zwarte zegge","Veenmosrietland","Subassociatie van pijpestrootje","Veenmosrietland, subassociatie van pijpestrootje","Pallavicinio-Sphagnetum molinietosum",0,1,"9Aa2b","Pallavicinio-Sphagnetum molinietosum"
137,2.0020000000000000e+03,"09A3a","KLASSE DER KLEINE ZEGGEN","Verbond van Zwarte zegge","Associatie van Moerasstruisgras en Zompzegge","Typische subassociatie","Ass. Moerasstruisgras en Zompzegge, typ. subass.","Carici curtae-Agrostietum typicum",0,1,"09Aa3a","Carici curtae-Agrostietum typicum"
138,2.0020000000000000e+03,"09A3b","KLASSE DER KLEINE ZEGGEN","Verbond van Zwarte zegge","Associatie van Moerasstruisgras en Zompzegge","Subassociatie van Draadrus","Ass. Moerasstruisgras-Zompzegge, subass Draadrus","Carici curtae-Agrostietum juncetosum filiformis",0,1,"9Aa3a","Carici curtae-Agrostietum caninae typicum"
140,2.0020000000000000e+03,"09B-a","KLASSE DER KLEINE ZEGGEN","Verbond van Draadzegge","RG Klein blaasjeskruid (verbindt met Phragmition)","nvt","RG Klein blaasjeskruid-[Riet-vb./Vb.Draadzegge]","RG Utricularia minor-[Phragmition/Caricion lasi]",0,3,"nvt",
141,2.0020000000000000e+03,"09B-b","KLASSE DER KLEINE ZEGGEN","Verbond van Draadzegge","RG Waterdrieblad","nvt","RG Waterdrieblad-[Verbond van Draadzegge]","RG Menyanthes trifoliata-[Caricion lasiocarpae]",0,2,"nvt",
142,2.0020000000000000e+03,"09-j","KLASSE DER KLEINE ZEGGEN","RG Padderus [Verbond van Grote zeggen/Klasse der kleine zeggen","nvt","nvt","RG Padderus-[Verb.grote Zeggen/Kl.kleine Zeggen]","RG Juncus subnodulosus-[Magnocaricion/Parvocar.]",0,3,"08-RG7-[08B]","RG Juncus subnodulosus-[Phragmitetalia]"
144,2.0020000000000000e+03,"09B2a","KLASSE DER KLEINE ZEGGEN","Verbond van Draadzegge","Associatie van Draadzegge en Veenpluis","Typische subassociatie","Ass. v Draadzegge en Veenpluis, typische subass.","Eriophoro-Caricetum lasiocarpae typicum",0,1,"nvt","Parvocaricetea"
145,2.0020000000000000e+03,"09B2b","KLASSE DER KLEINE ZEGGEN","Verbond van Draadzegge","Associatie van Draadzegge en Veenpluis","Subassociatie van Groot veenmos","Ass. Draadzegge-Veenpluis, subass. Groot veenmos","Eriophoro-Caricetum lasioc. sphagnetosum dentic.",0,1,"10Ab1","Eriophoro-Caricetum lasiocarpae"
147,2.0020000000000000e+03,"09B3b","KLASSE DER KLEINE ZEGGEN","Verbond van Draadzegge","Associatie van Schorpioenmos & Ronde zegge","Subassociatie van veenmos","Ass. Schorpioenmos en Ronde zegge, sub. Veenmos","Scorpidio-Caricetum diandrae sphagnetosum",0,1,"9Aa3b","Carici curtae-Agrostietum caninae caricetosum diandrae"
148,2.0020000000000000e+03,"09C-a","KLASSE DER KLEINE ZEGGEN","Knopbiesverbond","RG Zeegroene zegge (verbindt met Lolio Potentillion)","nvt","RG Zeegroene zegge-[Knopbies-v/Zilverschoon-vb]","RG Carex flacca-[Caricion daval/Lo-Potentillion]",0,2,"09Ba","Parvocaricetea"
150,2.0020000000000000e+03,"09C2","KLASSE DER KLEINE ZEGGEN","Knopbiesverbond","Associatie van Armbloemige waterbies","nvt","Associatie van Armbloemige waterbies","Eleocharitetum quinqueflorae",0,1,"nvt","Parvocaricetea"
151,2.0020000000000000e+03,"09C3a","KLASSE DER KLEINE ZEGGEN","Knopbiesverbond","Knopbies-associatie","Typische subassociatie","Knopbies-associatie, typische subassociatie","Junco baltici-Schoenetum typicum",0,1,"9Ba4a","Junco baltici-Schoenetum nigricantis typicum"
152,2.0020000000000000e+03,"09C3b","KLASSE DER KLEINE ZEGGEN","Knopbiesverbond","Knopbies-associatie","Subassociatie van Parnassia & Duinrus","Knopbies-associatie, subass Parnassia en Duinrus","Junco baltici-Schoenetum juncetosum atricapilli",0,1,"9Ba3","Parnassio-Juncetum atricapilli"
153,2.0020000000000000e+03,"09C-d","KLASSE DER KLEINE ZEGGEN","Knopbiesverbond","RG Kruipwilg en Bonte paardenstaart","nvt","RG Kruipwilg-Bo.paardenstaart-[Knopbies-verbond]","RG Salix repens-Equisetum varie.-[Caricion dav.]",0,1,"9Ba5","Equiseto variegati-Salicetum repentis"
154,2.0020000000000000e+03,"10-a","KLASSE VAN HOOGVEENSLENKEN","RG Snavelzegge/Veenmos","nvt","nvt","RG Sn.zegge-V.mos-[K.kl.Zegg/K.hveensl/K.hv.hei]","RG Carex rost-Sphag-[Parvocar/Scheuchz/Ox-Sphag]",0,2,"10-RG2-[10]","RG Carex rostrata-[Scheuchzerietea]"
156,2.0020000000000000e+03,"10-c","KLASSE VAN HOOGVEENSLENKEN","RG Waterveenmos","nvt","nvt","RG Waterveenmos-[Klasse van hoogveenslenken]","RG Sphagnum cuspidatum-[Scheuchzerietea]",0,2,"10-RG1-[10]","RG Sphagnum cuspidatum-[Scheuchzerietea]"
157,2.0020000000000000e+03,"10-d","KLASSE VAN HOOGVEENSLENKEN","RG Klein blaasjeskruid ","nvt","nvt","RG Klein blaasjeskruid-[Kl. v hoogveenslenken]","RG Utricularia minor-[Scheuchzerietea]",0,3,"nvt","Scheuchzerietea"
158,2.0020000000000000e+03,"10-e","KLASSE VAN HOOGVEENSLENKEN","RG Pijpestrootje/Veenmos","nvt","nvt","RG Pijpestrootje-Veenmos-[K.hveensl/K.hveen.hei]","RG Molinia caerulea-Sphagnum-[Scheuchz/Ox-Sphag]",0,3,"10-RG4-[10]","RG Molinia caerulea-Sphagnum-[Scheuchzerietea]"
161,2.0020000000000000e+03,"10-i","KLASSE VAN HOOGVEENSLENKEN","RG Kleine veenbes (verbindt met Oxycocco-Ericion)","nvt","nvt","RG Kleine veenbes-[K.hoogveenslenken/Veenmos-vb]","RG Oxycoccus palust-[Scheuchzerietea/Ox-Ericion]",0,3,"nvt","Scheuchzerietea"
162,2.0020000000000000e+03,"10-j","KLASSE VAN HOOGVEENSLENKEN","RG Ven-sikkelmos/Veenmos","nvt","nvt","RG Ven-sikkelmos-Veenmos-[Kl. v hoogveenslenken]","RG Drepanocladus fluitans - Sphagnum-[Scheuchz.]",0,4,"nvt","Scheuchzerietea"
164,2.0020000000000000e+03,"10/b","KLASSE VAN HOOGVEENSLENKEN","DG Witte waterlelie ","nvt","nvt","DG Witte waterlelie-[Klasse van hoogveenslenken]","DG Nymphaea alba-[Scheuchzerietea]",0,5,"10-DG2-[10]","DG Nymphaea alba-[Scheuchzerietea]"
165,2.0020000000000000e+03,"10A-a","KLASSE VAN HOOGVEENSLENKEN","Snavelbies-verbond","RG Witte snavelbies","nvt","RG Witte snavelbies-[Snavelbies-verbond]","RG Rhynchospora alba-[Rhynchosporion albae]",0,2,"nvt","Scheuchzerietea"
166,2.0020000000000000e+03,"10A1a","KLASSE VAN HOOGVEENSLENKEN","Snavelbies-verbond","Waterveenmos-associatie","Typische subassociatie","Waterveenmos-associatie, typische subassociatie","Sphagnetum cuspidato-obesi typicum",0,1,"10Aa1a","Sphagnetum cuspidato-obesi typicum"
167,2.0020000000000000e+03,"10A1b","KLASSE VAN HOOGVEENSLENKEN","Snavelbies-verbond","Waterveenmos-associatie","Subassociatie van Drijvende egelskop","Waterveenmos-assoc., subass v Drijvende egelskop","Sphagnetum cuspidato-obesi sparganietosum angus.",0,1,"10Aa1b","Sphagnetum cuspidato-obesi sparganietosum angustifolii"
168,2.0020000000000000e+03,"10A2","KLASSE VAN HOOGVEENSLENKEN","Snavelbies-verbond","Associatie van Veenmos & Snavelbies","nvt","Associatie van Veenmos en Snavelbies","Sphagno-Rhynchosporetum",0,1,"10Aa2b","Sphagno-Rynchosporetum sphagnetosum recurvi"
170,2.0020000000000000e+03,"11-c","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","RG Eenarig wollegras/Pijpestrootje","nvt","nvt","RG Eenar.wolleg.-Pijpestro.[Kl.h.veenb.,nat.hei]","RG Eriophorum vag. - Molinia-[Oxyc.-Sphagnetea]",0,3,"11-RG1-[11]","RG Eriophorum vaginatum-[Oxycocco-Sphagnetea]"
172,2.0020000000000000e+03,"11/a","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","DG Wilde gagel","nvt","nvt","DG Wilde gagel-[Kl. hoogveenbult. en natte hei.]","DG Myrica gale-[Oxycocco-Sphagnetea]",0,3,"11-RG3-[11]","RG Myrica gale-[Oxycocco-Sphagnetea]"
173,2.0020000000000000e+03,"11-f","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","RG Struikheide/Heiklauwtjesmos","nvt","nvt","RG Struikhei.-Heiklauw.mos[Kl.h.veenb.,nat.hei.]","RG Calluna - Hypnum jutlandicum-[Ox.-Sphagnetea]",0,3,"nvt","Oxycocco-Sphagnetea"
174,2.0020000000000000e+03,"11-i","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","RG Pijpestrootje (verbindt met Nardetea)","nvt","nvt","RG Pijpestrootje-[K.veenbult.nat.hei/K.hei.gras]","RG Molinia caerulea-[Oxycoc-Sphagnetea/Nardetea]",0,4,"11-RG2-[11]","RG Molinea caerulea-[Oxycocco-Sphagnetea]"
175,2.0020000000000000e+03,"11/b","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","DG Pitrus","nvt","nvt","DG Pitrus-[Kl. d hoogveenbulten, natte heiden]","DG Juncus effusus-[Oxycocco-Sphagnetea]",1,5,,
177,2.0020000000000000e+03,"11A-a","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Dopheide-verbond","RG Dopheide","nvt","RG Dophei-[Dophei-verbond]","RG Erica tetralix-[Ericion tetralicis]",0,3,"11Aa2c","Ericetum tetralicis typicum"
178,2.0020000000000000e+03,"11A-b","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Dopheide-verbond","RG Zygnemales (algen)","nvt","RG Zygnemales-[Dophei-verbond]","RG Zygnemales-[Ericion tetralicis]",0,3,"nvt","Oxycocco-Sphagnetea"
179,2.0020000000000000e+03,"11A1a","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Dopheide-verbond","Associatie van Moeraswolfsklauw & Snavelbies","Typische subassociatie","Ass. Moeraswolfsklauw en Snavelbies, typ. subass","Lycopodio-Rhynchosporetum typicum",0,1,"11Aa1","Lycopodio-Rhynchosporetum"
180,2.0020000000000000e+03,"11A1b","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Dopheide-verbond","Associatie van Moeraswolfsklauw & Snavelbies","Soortenarme subassociatie","Ass. Moeraswolfsklauw-Snavelbies, srt.-arme sub.","Lycopodio-Rhynchosporetum inops",0,2,"11Aa1","Lycopodio-Rhynchosporetum"
181,2.0020000000000000e+03,"11A2a","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Dopheide-verbond","Associatie van Gewone Dophei","Subassociatie van veenmos","Associatie v Gewone dophei, subass. v veenmos","Ericetum tetralicis sphagnetosum",0,1,"11Aa2a","Ericetum tetralicis sphagnetosum"
182,2.0020000000000000e+03,"11A2b","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Dopheide-verbond","Associatie van Gewone Dophei","Subassociatie van Blauwe bosbes","Assoc. v Gewone dophei, subass. v Blauwe bosbes","Ericetum tetralicis vaccinietosum",0,1,"11Aa2b","Ericetum tetralicis vaccinietosum"
183,2.0020000000000000e+03,"11A2c","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Dopheide-verbond","Associatie van Gewone Dophei","Typische subassociatie","Associatie v Gewone dophei, typische subassoc.","Ericetum tetralicis typicum",0,1,"11Aa2c","Ericetum tetralicis typicum"
185,2.0020000000000000e+03,"11A2e","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Dopheide-verbond","Associatie van Gewone Dophei","Subassociatie van Gevlekte orchis","Ass. v Gewone dophei, subass. v Gevlekte orchis","Ericetum tetralicis orchietosum",0,1,"11Aa2e","Ericetum tetralicis orchietosum"
186,2.0020000000000000e+03,"11A3a","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Dopheide-verbond","Associatie van Kraaihei & Gewone Dophei","Subassociatie van Riet","Ass. v Kraaihei en Gewone Dophei, subass. v Riet","Empetro-Ericetum phragmitetosum",0,3,"11Aa3a","Empetro-Ericetum pragmitetosum"
187,2.0020000000000000e+03,"11A3b","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Dopheide-verbond","Associatie van Kraaihei & Gewone Dophei","Subassociatie van Broedkelkje","Ass. Kraaihei en Gewone Dophei, sub. Broedkelkje","Empetro-Ericetum gymnocoleetosum",0,1,"11Aa3b","Empetro-Ericetum gymnocolietosum"
188,2.0020000000000000e+03,"11B-a","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Veenmos-verbond","RG Struikheide/Hoogveenmos","nvt","RG Struikhei - Hoogveenmos-[Veenmos-verbond]","RG Calluna - Sphagnum magellanicum-[Ox.-Ericion]",0,2,"nvt","Oxycocco-Sphagnetea"
190,2.0020000000000000e+03,"11B-c","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Veenmos-verbond","RG Kleine veenbes (verbindt met Scheuchzerietea)","nvt","RG Kleine veenbes-[K.hoogveenslenken/Veenmos-vb]","RG Oxycoccus palust-[Scheuchzerietea/Ox-Ericion]",0,3,"nvt","Oxycocco-Sphagnetea"
191,2.0020000000000000e+03,"11B1a","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Veenmos-verbond","Associatie van Gewone dophei & Veenmos","Subassociatie van struikheide","Ass. Gewone dophei en Veenmos, subass Struikhei","Erico-Sphagnetum magellanici callunetosum",0,1,"11Ba1b","Erico-Sphagnetum magellanici empetretosum"
192,2.0020000000000000e+03,"11B1b","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Veenmos-verbond","Associatie van Gewone dophei & Veenmos","Subassociatie van Witte snavelbies","Ass. Gewone dophei-Veenmos, sub Witte snavelbies","Erico-Sphagnetum magellanici rhynchosporetosum",0,1,"nvt","Oxycocco-Sphagnetea"
193,2.0020000000000000e+03,"11B2","KLASSE DER HOOGVEENBULTEN EN NATTE HEIDEN","Veenmos-verbond","Moerasheide","nvt","Moerasheide","Sphagno palustris-Ericetum",0,1,"11Ba2","Sphagno palustris-Ericetum"
194,2.0020000000000000e+03,"12-a","WEEGBREE-KLASSE","RG Ruw beemdgras/Engels raaigras (verbindt met Molinio-Arrhenatheretea)","nvt","nvt","RG Ruw beemdgras-Engels raai-[Weegb-k/K.vo.gras]","RG Poa triv-Lolium per-[Plantaginetea/Mol-Arrh]",0,5,,
195,2.0020000000000000e+03,"12A-a","WEEGBREE-KLASSE","Varkensgras-verbond","RG Zandzegge/Straatgras (verbindt met Koelerio-Corynephoretea","nvt","RG Zandzegge - Straatgras-[Varkensgras-verbond]","RG Carex arenaria - Poa annua-[Polygonion avic.]",0,4,,
198,2.0020000000000000e+03,"12B-c","WEEGBREE-KLASSE","Zilverschoon-verbond","RG Slanke waterbies ","nvt","RG Slanke waterbies-[Zilverschoon-verbond]","RG Eleocharis palus. unigl.-[Lolio-Potentillion]",0,3,"nvt","Plantaginetea majoris"
199,2.0020000000000000e+03,"12B-h","WEEGBREE-KLASSE","Zilverschoon-verbond","RG Gewone waterbies (verbindt met Phragmitetea)","nvt","RG Gewone waterbies-[Riet-kl./Zilverschoon-vrb.]","RG Eleocharis palustris-[Phragmitetea/Lo-Potent]",0,4,"nvt","Phragmitetea"
200,2.0020000000000000e+03,"12B-d","WEEGBREE-KLASSE","Zilverschoon-verbond","RG Heen/ Geknikte Vossestaart","nvt","RG Heen-Geknikte Vossestaart-[Zilverschoon-vb.]","RG Scirpus mar.- Alopecurus-[Lolio-Potentillion]",0,3,"nvt","Plantaginetea majoris"
201,2.0020000000000000e+03,"12B-e","WEEGBREE-KLASSE","Zilverschoon-verbond","RG Zeegroene rus","nvt","RG Zeegroene rus-[Zilverschoon-verbond]","RG Juncus inflexus-[Lolio-Potentillion]",0,4,,
202,2.0020000000000000e+03,"12B-f","WEEGBREE-KLASSE","Zilverschoon-verbond","RG Moerasstruisgras/Kruipende boterbloem","nvt","RG M.struisgr.-Kr.boterbl.-[Z.sch.-v/K.vo.grasl]","RG Agrostis can-Ranunc.rep-[Lol-Potent/Mol-Arrh]",0,3,"12RG05","RG Agrostis canina-Ranunculus repens-[Lolio-Poten. anserinae/Molinietalia]"
203,2.0020000000000000e+03,"12B-i","WEEGBREE-KLASSE","Zilverschoon-verbond","RG Rietzwenkgras","nvt","RG Rietzwenkgras-[Zilverschoon-verbond]","RG Festuca arundinacea-[Lolio-Potentillion]",0,5,"12RG04","RG Festuca arundinacea-[Lolio-Potentillion anserinae]"
204,2.0020000000000000e+03,"12B-j","WEEGBREE-KLASSE","Zilverschoon-verbond","RG Fioringras","nvt","RG Fioringras-[Zilverschoon-vb/Kl.vochtig.grasl]","RG Agrostis stolonifera-[Lolio-Potent/Mol-Arrh]",0,5,"12RG03","RG Agrostis stolonifera-[Lolio-Potentillion anserinae]"
205,2.0020000000000000e+03,"12B1a","WEEGBREE-KLASSE","Zilverschoon-verbond","Associatie van Geknikte vossestaart","Typische subassociatie","Assoc. v Geknikte vossestaart, typische subass.","Ranunculo-Alopecuretum typicum",0,3,"12BA01B","Ranunculo-Alopecuretum typicum"
206,2.0020000000000000e+03,"12B1b","WEEGBREE-KLASSE","Zilverschoon-verbond","Associatie van Geknikte vossestaart","Subassociatie van Akkerkers","Ass. v Geknikte vossestaart, subass. v Akkerkers","Ranunculo-Alopecuretum rorippetosum",0,3,"12BA01A","Ranunculo-Alopecuretum rorippetosum"
207,2.0020000000000000e+03,"12B1c","WEEGBREE-KLASSE","Zilverschoon-verbond","Associatie van Geknikte vossestaart","Subassociatie van Lidrus","Assoc. v Geknikte vossestaart, subass. v Lidrus","Ranunculo-Alopecuretum equisetetosum palustris",0,3,"12BA01C","Ranunculo-Alopecuretum equisetetosum palustris"
209,2.0020000000000000e+03,"12B2a","WEEGBREE-KLASSE","Zilverschoon-verbond","Associatie van Moeraszoutgras & Fioringras","Subassociatie van Pinksterbloem","Ass. Moeraszoutgras-Fiorin., subass. Pinksterbl.","Triglochino-Agrostietum cardaminetosum",0,3,"12BA02A","Triglochino-Agrostietum cardaminetosum"
210,2.0020000000000000e+03,"12B2b","WEEGBREE-KLASSE","Zilverschoon-verbond","Associatie van Moeraszoutgras & Fioringras","Subassociatie van Slanke waterkers","Ass. Moeraszoutgras-Fioringras, sub Sl.waterkers","Triglochino-Agrostietum nasturtietosum",0,4,"12BA02B","Triglochino-Agrostietum nasturtietosum"
211,2.0020000000000000e+03,"12B2c","WEEGBREE-KLASSE","Zilverschoon-verbond","Associatie van Moeraszoutgras & Fioringras","Subassociatie van Zilte rus, typische vorm","Ass. Moeraszoutgras-Fiorin., sub Zilte rus, typ.","Triglochino-Agrostietum juncetosum gerardii",0,2,"12Ba2c","Triglochino-Agrostietum stoloniferae juncetosum gerardi"
213,2.0020000000000000e+03,"12B3a","WEEGBREE-KLASSE","Zilverschoon-verbond","Associatie van Aardbeiklaver & Fioringras ","Subassociatie van Engels raaigras","Ass. Aardbeiklaver-Fiorin., subass. Engels raai.","Trifolio fragiferi-Agrostietum lolietosum",0,1,"12Ba3a","Trifolio fragiferi-Agrostietum stoloniferae lolietosum"
215,2.0020000000000000e+03,"12B4a","WEEGBREE-KLASSE","Zilverschoon-verbond","Associatie van Kattedoorn & Zilte zegge","Typische subassociatie","Ass. v Kattedoorn en Zilte zegge, typ. subass.","Ononido-Caricetum typicum",0,1,"12Ba4a","Onodido-Caricetum distantis typicum"
216,2.0020000000000000e+03,"12B4b","WEEGBREE-KLASSE","Zilverschoon-verbond","Associatie van Kattedoorn & Zilte zegge","Subassociatie van Engels gras","Ass. Kattedoorn-Zilte zegge, subass. Engels gras","Ononido-Caricetum armerietosum",0,1,"12Ba4b","Onodido-Caricetum distantis armerietosum"
217,2.0020000000000000e+03,"17A1","MARJOLEIN KLASSE","Marjolein verbond","Associatie van Dauwbraam en Marjolein","nvt","Associatie van Dauwbraam en Marjolein","Rubo-Origanetum",0,3,"17Aa1b","Rubo-Origanetum festucetosum arundinaceae"
218,2.0020000000000000e+03,"17A2","MARJOLEIN KLASSE","Marjolein verbond","Associatie van Parelzaad en Salomonzegel","nvt","Associatie van Parelzaad en Salomonzegel","Polygonato-Lithospermetum",0,1,"17Aa2","Polygonato-Lithospermetum"
219,2.0020000000000000e+03,"14-a","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG Heelbeen (verbindt met Klasse der akkergemeenschappen)","nvt","nvt","RG Heelbeen-[Kl.droge gras.op zand/Kl.akkergem]","RG Holosteum umbellatum-[Koel-Cor/Stellarietea]",0,1,"14RG05","RG Holosteum umbellatum-[Koelerio-Corynephoretea/Stellarietea mediae]"
220,2.0020000000000000e+03,"14-b","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG Cypreswolfsmelk","nvt","nvt","RG Cypreswolfsmelk-[Kl. droge grasland. zandgr.]","RG Euphorbia cyparissias-[Koelerio-Corynephore.]",0,2,"14-RG4-[14]","RG Euphorbia cyparissias-[Koelerio-Corynephoretea]"
221,2.0020000000000000e+03,"14-c","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG Buntgras","nvt","nvt","RG Buntgras-[Kl. droge graslanden op zandgrond]","RG Corynephorus canescens-[Koelerio-Corynephor.]",0,2,"nvt","Koelerio-Corynephoretea"
223,2.0020000000000000e+03,"14-g","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG Gewoon gaffeltandmos (verbindt met Festuco-Brometea)","nvt","nvt","RG Gew. gaffeltandmos-[Kl. droge grasl. zandgr.]","RG Dicranum scoparium-[Koelerio-Corynephoretea]",0,3,"14-RG3-[14]","RG Dicranum scoparium-[Koelerio-Corynephoretea]"
224,2.0020000000000000e+03,"14-k","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG Duinriet (verbindt met Festuco-Brometea)","nvt","nvt","RG Duinriet-[Kl.dr.gras.zand/K.dr.kalkmin.gras]","RG Calamagrostis epigejos-[Koel-Cor/Fest-Brom]",0,3,"14RG09","RG Calamagrostis epigejos-[Cladonio-Koelerietalia]"
225,2.0020000000000000e+03,"14-l","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG (Kruip)wilg","nvt","nvt","RG Wilg-[Klasse droge graslanden op zandgrond]","RG Salix species-[Koelerio-Corynephoretea]",0,3,"14-RG10-[14Cb]","RG Salix repens-[Polygalo-Koelerion]"
226,2.0020000000000000e+03,"14-m","KLASSE DER DROGE GRASLANDEN OP ZANDGROND","RG Duinroosje","nvt","nvt","RG Duinroosje-[K.dro.gras.zand/K.dro.kalkm.gras]","RG Rosa pimpinellifolia-[Koel-Coryn/Fest-Brom]",0,3,"14-RG11-[14Cb]","RG Rosa pimpinellifolia-[Polygalo-Koelerion]"
